name,country,title_name,revision_id,article_quality,region,population,region
Hirofumi Yoshimura,Japan,Hirofumi Yoshimura,1096089020,C,EAST ASIA,124.9,EAST ASIA
Bak Jungyang,Korean,Bak Jungyang,1085228273,Start,,,
Bak Jungyang,Korean,Bak Jungyang,1085228273,C,,,
Bak Jungyang,Korean,Bak Jungyang,1085228273,Start,,,
Bak Jungyang,Korean,Bak Jungyang,1085228273,C,,,
Kim Gap-sun,Korean,Kim Gap-sun,1062892786,Stub,,,
Kim Gap-sun,Korean,Kim Gap-sun,1062892786,C,,,
Kim Gap-sun,Korean,Kim Gap-sun,1062892786,Stub,,,
Kim Gap-sun,Korean,Kim Gap-sun,1062892786,C,,,
Bak Gyusu,Korean,Bak Gyusu,1105280259,GA,,,
Bak Jeongyang,Korean,Bak Jeongyang,1111645709,Stub,,,
Chang Deok-soo,Korean,Chang Deok-soo,978485347,Start,,,
Cho Bong-am,Korean,Cho Bong-am,1084726831,Start,,,
Cho Man-sik,Korean,Cho Man-sik,1110883678,Start,,,
Choe Bu,Korean,Choe Bu,1097825392,Start,,,
Choe Yun-ui,Korean,Choe Yun-ui,1067780824,C,,,
Chough Pyung-ok,Korean,Chough Pyung-ok,1058634462,C,,,
Gwon Sang-ha,Korean,Gwon Sang-ha,1115116779,C,,,
Han Eum,Korean,Han Eum,1003641092,Stub,,,
Heo Jeok,Korean,Heo Jeok,1035644678,Start,,,
Hong Jung-wook,Korean,Hong Jung-wook,1109737295,C,,,
Hong U-won,Korean,Hong U-won,1062858939,Stub,,,
Hwang Gi-cheon,Korean,Hwang Gi-cheon,1096148970,Start,,,
Isabu,Korean,Isabu,1101300277,Stub,,,
Jang Hyeongwang,Korean,Jang Hyeongwang,1062860556,Stub,,,
Jeong Cheol,Korean,Jeong Cheol,1085534506,Start,,,
Jeong Hyeon-mo,Korean,Jeong Hyeon-mo,1085504921,Start,,,
Jeong Nan-jeong,Korean,Jeong Nan-jeong,1110571701,C,,,
Jo So-ang,Korean,Jo So-ang,1102669706,Start,,,
Kim Gu,Korean,Kim Gu,1111518773,C,,,
Kim Kyu-sik,Korean,Kim Kyu-sik,1094942243,Start,,,
Kim Man-jung,Korean,Kim Man-jung,1109110777,Start,,,
Kim Ok-gyun,Korean,Kim Ok-gyun,1067793976,Stub,,,
"Kim Sung-joo (politician, born 1964)",Korean,"Kim Sung-joo (politician, born 1964)",1073532150,Start,,,
Kim Yuk,Korean,Kim Yuk,1109110789,Start,,,
Lee Hoe-yeong,Korean,Lee Hoe-yeong,1105872575,Start,,,
Lee Kyu-wan,Korean,Lee Kyu-wan,1113425810,Start,,,
Lim Heon-yong,Korean,Lim Heon-yong,1064116793,Start,,,
Min Won-sik,Korean,Min Won-sik,1110577652,Start,,,
Min Yeong-chan,Korean,Min Yeong-chan,1093773841,Start,,,
Myeongnim Dap-bu,Korean,Myeongnim Dap-bu,1050318897,B,,,
No Choe,Korean,No Choe,1034112534,Stub,,,
No In,Korean,No In,1003641194,Stub,,,
Oh Se-jung,Korean,Oh Se-jung,1091123609,Stub,,,
Ok Kwan-bin,Korean,Ok Kwan-bin,1106633628,Stub,,,
Park Eun-sik,Korean,Park Eun-sik,1019608210,Start,,,
Park Won-jong,Korean,Park Won-jong,1109110145,C,,,
Sam of Gojoseon,Korean,Sam of Gojoseon,1086181299,Stub,,,
Seo Jae-chang,Korean,Seo Jae-chang,1100569400,Stub,,,
Seo Yu-gu,Korean,Seo Yu-gu,1058489042,Stub,,,
Shim Soon-taek,Korean,Shim Soon-taek,1085785289,Start,,,
Shin Gyu-sik,Korean,Shin Gyu-sik,1066372496,Stub,,,
Soh Jaipil,Korean,Soh Jaipil,1115084877,Stub,,,
Song Byeong-jun,Korean,Song Byeong-jun,1105556177,Start,,,
Song Ikpil,Korean,Song Ikpil,1025908976,Stub,,,
Song In,Korean,Song In,1058656917,B,,,
Song Jin-woo (journalist),Korean,Song Jin-woo (journalist),978644712,Stub,,,
Ye Wanyong,Korean,Ye Wanyong,1089327011,Stub,,,
Yeom Dong-jin,Korean,Yeom Dong-jin,1071685746,Stub,,,
Yeon Namsan,Korean,Yeon Namsan,1108460610,B,,,
Yi Dong-hwi,Korean,Yi Dong-hwi,1080782075,Start,,,
Yi Gwangsu,Korean,Yi Gwangsu,1108020819,Start,,,
Yi Ja-gyeom,Korean,Yi Ja-gyeom,1094819669,C,,,
Yi Jehyeon,Korean,Yi Jehyeon,1063082388,C,,,
Yi Ryang,Korean,Yi Ryang,1109192841,Start,,,
Yi Si-yeong,Korean,Yi Si-yeong,1071569586,C,,,
Yu Chin-san,Korean,Yu Chin-san,1106691304,C,,,
Yu Kil-chun,Korean,Yu Kil-chun,1107392356,GA,,,
Yu Sun-jeong,Korean,Yu Sun-jeong,1109192445,Start,,,
Yun Chi-ho,Korean,Yun Chi-ho,1100242156,Start,,,
Yun Chi-oh,Korean,Yun Chi-oh,1101124134,Start,,,
Yun Chi-wang,Korean,Yun Chi-wang,1103781991,C,,,
Yun Doo-su,Korean,Yun Doo-su,1100364926,C,,,
Yun Im,Korean,Yun Im,1085535123,Stub,,,
Yun Ung-nyeol,Korean,Yun Ung-nyeol,1099691140,GA,,,
Yun Won-hyeong,Korean,Yun Won-hyeong,1095465653,Start,,,
Yun Yeong-ryeol,Korean,Yun Yeong-ryeol,1112878224,C,,,
Tawfik Abu Al-Huda,Jordan,Tawfik Abu Al-Huda,1090014598,Start,WESTERN ASIA,11.2,WESTERN ASIA
Abu Sayyaf (Jordan),Jordan,Abu Sayyaf (Jordan),915926912,Start,WESTERN ASIA,11.2,WESTERN ASIA
Raed Abu Soud,Jordan,Raed Abu Soud,1059545426,Start,WESTERN ASIA,11.2,WESTERN ASIA
Ahmad Hanandeh,Jordan,Ahmad Hanandeh,1112865818,Start,WESTERN ASIA,11.2,WESTERN ASIA
Musa Habes Almaaytah,Jordan,Musa Habes Almaaytah,1021364677,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Abdul-Latif Arabiyat,Jordan,Abdul-Latif Arabiyat,1108676242,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Hayel Daoud,Jordan,Hayel Daoud,995292022,GA,WESTERN ASIA,11.2,WESTERN ASIA
Firas Al-Hawari,Jordan,Firas Al-Hawari,1112864415,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Haifa Najjar,Jordan,Haifa Najjar,1112863302,Start,WESTERN ASIA,11.2,WESTERN ASIA
Jumah Hammad,Jordan,Jumah Hammad,1109066062,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Mahmoud Hanandeh,Jordan,Mahmoud Hanandeh,1104352074,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Ibrahim Jazi,Jordan,Ibrahim Jazi,1112864912,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Jamal Muhammad Abidat,Jordan,Jamal Muhammad Abidat,1065825467,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Fakhri Kawar,Jordan,Fakhri Kawar,1072944828,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Awn Al-Khasawneh,Jordan,Awn Al-Khasawneh,1081795927,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Bisher Al-Khasawneh,Jordan,Bisher Al-Khasawneh,1112804963,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Rashed Al-Khuzai,Jordan,Rashed Al-Khuzai,1114418968,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Samih al-Maaytah,Jordan,Samih al-Maaytah,1095322195,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Kamel Mahadin,Jordan,Kamel Mahadin,1104331361,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Ahmad Masa'deh,Jordan,Ahmad Masa'deh,1049251051,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Mazin Abdellah Hilal Al Farrayeh,Jordan,Mazin Abdellah Hilal Al Farrayeh,1112864717,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Mohammad Salameh Al Nabulsi,Jordan,Mohammad Salameh Al Nabulsi,1111980637,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Samir Murad,Jordan,Samir Murad,1061306891,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Nayef Steitieh,Jordan,Nayef Steitieh,1112864606,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Samir Rifai,Jordan,Samir Rifai,1090813858,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Sharaf bin Rajeh,Jordan,Sharaf bin Rajeh,1114705527,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Laith Shubeilat,Jordan,Laith Shubeilat,1017482477,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Muhammad Suheimat,Jordan,Muhammad Suheimat,1043197188,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Alia Abu Tayeh,Jordan,Alia Abu Tayeh,1112274605,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Wajih Azaizeh,Jordan,Wajih Azaizeh,1112864515,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Zaid ibn Shaker,Jordan,Zaid ibn Shaker,1111567338,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Zaid Kilani,Jordan,Zaid Kilani,1108537941,C,WESTERN ASIA,11.2,WESTERN ASIA
Mohammed Awad al-Zayyud,Jordan,Mohammed Awad al-Zayyud,1113279955,Stub,WESTERN ASIA,11.2,WESTERN ASIA
Dauren Abaev,Kazakhstan,Dauren Abaev,1085073426,FA,CENTRAL ASIA,19.2,CENTRAL ASIA
Baurzhan Abdishev,Kazakhstan,Baurzhan Abdishev,1081916914,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Jambyl Ahmetbekov,Kazakhstan,Jambyl Ahmetbekov,1098107096,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Nurlan Aldabergenov,Kazakhstan,Nurlan Aldabergenov,1031518609,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Musabek Alimbekov,Kazakhstan,Musabek Alimbekov,1067678928,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Ashat Oralov,Kazakhstan,Ashat Oralov,1113615817,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Yerzhan Ashikbayev,Kazakhstan,Yerzhan Ashikbayev,1110976186,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Aron Atabek,Kazakhstan,Aron Atabek,1101199804,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Kenes Aukhadiev,Kazakhstan,Kenes Aukhadiev,1089057874,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Ermurat Bapi,Kazakhstan,Ermurat Bapi,1091538852,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Marat Beketaev,Kazakhstan,Marat Beketaev,1065202715,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Bektas Beknazarov,Kazakhstan,Bektas Beknazarov,1067021204,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Shamsha Berkimbayeva,Kazakhstan,Shamsha Berkimbayeva,1096340873,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Serıkqali Brekeşev,Kazakhstan,Serıkqali Brekeşev,1067683819,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kazakhstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Mels Eleusizov,Kazakhstan,Mels Eleusizov,1067677703,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Nygmetjan Esengarin,Kazakhstan,Nygmetjan Esengarin,1106822323,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Jağda Babylyqūly,Kazakhstan,Jağda Babylyqūly,1067021125,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Rauan Kenzhekhanuly,Kazakhstan,Rauan Kenzhekhanuly,1093281352,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Oralbeg Abdu Kerimovic,Kazakhstan,Oralbeg Abdu Kerimovic,1067021356,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Altai Kölgınov,Kazakhstan,Altai Kölgınov,1110702140,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Azat Köşekov,Kazakhstan,Azat Köşekov,1079866227,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Vladimir Kozlov (politician),Kazakhstan,Vladimir Kozlov (politician),1077708496,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Krymbek Kusherbayev,Kazakhstan,Krymbek Kusherbayev,1106823462,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Vitaly Mette,Kazakhstan,Vitaly Mette,1106822347,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Rashid Nugmanov,Kazakhstan,Rashid Nugmanov,1094412444,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Nygmet Nurmakov,Kazakhstan,Nygmet Nurmakov,1098010131,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Birjan Nurymbetov,Kazakhstan,Birjan Nurymbetov,1049320593,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Azat Peruashev,Kazakhstan,Azat Peruashev,1112327742,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Ashat Raqymjanov,Kazakhstan,Ashat Raqymjanov,1067661973,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Turar Ryskulov,Kazakhstan,Turar Ryskulov,1115089541,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Bekbol Sagyn,Kazakhstan,Bekbol Sagyn,971690289,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Marat Sarsembaev,Kazakhstan,Marat Sarsembaev,1103368385,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Jambulat Sarsenov,Kazakhstan,Jambulat Sarsenov,1110565033,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Daulet Sembaev,Kazakhstan,Daulet Sembaev,1106821979,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Amangeldy Shabdarbayev,Kazakhstan,Amangeldy Shabdarbayev,1067647889,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Adil Shayakhmetov,Kazakhstan,Adil Shayakhmetov,1067647994,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Umut Shayakhmetova,Kazakhstan,Umut Shayakhmetova,1068666423,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Serik Sultangali,Kazakhstan,Serik Sultangali,1067856473,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Abai Tasbolatov,Kazakhstan,Abai Tasbolatov,1049366675,C,CENTRAL ASIA,19.2,CENTRAL ASIA
Baltash Tursymbaev,Kazakhstan,Baltash Tursymbaev,1106533021,Start,CENTRAL ASIA,19.2,CENTRAL ASIA
Kuanyshbek Yessekeev,Kazakhstan,Kuanyshbek Yessekeev,1089516984,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Zhanat Suleimenov,Kazakhstan,Zhanat Suleimenov,1096322664,Stub,CENTRAL ASIA,19.2,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Kyrgyzstan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Arstanbek Abdyldayev,Kyrgyzstan,Arstanbek Abdyldayev,1088711366,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Akbaraly Aitikeev,Kyrgyzstan,Akbaraly Aitikeev,1015639087,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Bermet Akayeva,Kyrgyzstan,Bermet Akayeva,1108804084,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Maxim Bakiyev,Kyrgyzstan,Maxim Bakiyev,1111199135,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Janish Bakiyev,Kyrgyzstan,Janish Bakiyev,1078907651,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Uran Botobekov,Kyrgyzstan,Uran Botobekov,1031944024,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Bayaman Erkinbayev,Kyrgyzstan,Bayaman Erkinbayev,1009720899,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Kanybek Isakov,Kyrgyzstan,Kanybek Isakov,1108850828,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Sadyr Japarov,Kyrgyzstan,Sadyr Japarov,1112579237,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Maksat Kunakunov,Kyrgyzstan,Maksat Kunakunov,1100989333,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
German Kuznetsov,Kyrgyzstan,German Kuznetsov,1080823202,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
German Kuznetsov,Kyrgyzstan,German Kuznetsov,1080823202,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
German Kuznetsov,Kyrgyzstan,German Kuznetsov,1080823202,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
German Kuznetsov,Kyrgyzstan,German Kuznetsov,1080823202,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Adakhan Madumarov,Kyrgyzstan,Adakhan Madumarov,1053457031,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Raimbek Matraimov,Kyrgyzstan,Raimbek Matraimov,1020292463,B,CENTRAL ASIA,6.8,CENTRAL ASIA
Nurlan Motuev,Kyrgyzstan,Nurlan Motuev,1048167255,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Jengishbek Nazaraliev,Kyrgyzstan,Jengishbek Nazaraliev,1110615760,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Kanat Sadykov,Kyrgyzstan,Kanat Sadykov,954075754,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Medet Sadyrkulov,Kyrgyzstan,Medet Sadyrkulov,1078135902,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Dastan Sarygulov,Kyrgyzstan,Dastan Sarygulov,1089265314,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Zhusupbek Sharipov,Kyrgyzstan,Zhusupbek Sharipov,1001739515,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Sadyk Sher-Niyaz,Kyrgyzstan,Sadyk Sher-Niyaz,1105678112,Stub,CENTRAL ASIA,6.8,CENTRAL ASIA
Kamchybek Tashiev,Kyrgyzstan,Kamchybek Tashiev,1090085966,C,CENTRAL ASIA,6.8,CENTRAL ASIA
Maryam Tugambayeva,Kyrgyzstan,Maryam Tugambayeva,1081667127,Start,CENTRAL ASIA,6.8,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Tajikistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,10,CENTRAL ASIA
Olimzhon Boboyev,Tajikistan,Olimzhon Boboyev,1072391123,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Mahmadali Hayit,Tajikistan,Mahmadali Hayit,1067502414,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Muhiddin Kabiri,Tajikistan,Muhiddin Kabiri,1098146744,C,CENTRAL ASIA,10,CENTRAL ASIA
Bobo Makhamov,Tajikistan,Bobo Makhamov,1090454878,Start,CENTRAL ASIA,10,CENTRAL ASIA
Maksud Ibragimov,Tajikistan,Maksud Ibragimov,994061655,Start,CENTRAL ASIA,10,CENTRAL ASIA
Nusratullo Maksum,Tajikistan,Nusratullo Maksum,1073969305,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Ghaffor Mirzoyev,Tajikistan,Ghaffor Mirzoyev,1069201815,GA,CENTRAL ASIA,10,CENTRAL ASIA
Abduhalim Nazarzoda,Tajikistan,Abduhalim Nazarzoda,1075757785,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Umarali Quvvatov,Tajikistan,Umarali Quvvatov,1113522608,Start,CENTRAL ASIA,10,CENTRAL ASIA
Alim Sherzamonov,Tajikistan,Alim Sherzamonov,996472390,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Shirinsho Shotemur,Tajikistan,Shirinsho Shotemur,1082920035,Start,CENTRAL ASIA,10,CENTRAL ASIA
Bozor Sobir,Tajikistan,Bozor Sobir,1107271492,Start,CENTRAL ASIA,10,CENTRAL ASIA
Shukhrat Sultonov,Tajikistan,Shukhrat Sultonov,1051046215,Stub,CENTRAL ASIA,10,CENTRAL ASIA
Nur Tabar,Tajikistan,Nur Tabar,1105010664,C,CENTRAL ASIA,10,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,C,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Stub,CENTRAL ASIA,35.6,CENTRAL ASIA
Torokul Dzhanuzakov,Uzbekistan,Torokul Dzhanuzakov,1092752457,Start,CENTRAL ASIA,35.6,CENTRAL ASIA
Abdilatif Abdalla,Kenya,Abdilatif Abdalla,1082435422,Stub,EASTERN AFRICA,54,EASTERN AFRICA
Roslyne Akombe,Kenya,Roslyne Akombe,1113461324,C,EASTERN AFRICA,54,EASTERN AFRICA
Dennis Akumu,Kenya,Dennis Akumu,1105779636,Stub,EASTERN AFRICA,54,EASTERN AFRICA
Jane Anyango,Kenya,Jane Anyango,1091079674,C,EASTERN AFRICA,54,EASTERN AFRICA
Phoebe Asiyo,Kenya,Phoebe Asiyo,1091079642,C,EASTERN AFRICA,54,EASTERN AFRICA
Francis Atwoli,Kenya,Francis Atwoli,1115624554,Stub,EASTERN AFRICA,54,EASTERN AFRICA
Agnes Awuor,Kenya,Agnes Awuor,1093825450,Stub,EASTERN AFRICA,54,EASTERN AFRICA
James Beauttah,Kenya,James Beauttah,1103076010,Stub,EASTERN AFRICA,54,EASTERN AFRICA
Willy Bett,Kenya,Willy Bett,1100469112,C,EASTERN AFRICA,54,EASTERN AFRICA
Simon Chelugui,Kenya,Simon Chelugui,1112700370,Stub,EASTERN AFRICA,54,EASTERN AFRICA
Chelule Liza,Kenya,Chelule Liza,1108087552,C,EASTERN AFRICA,54,EASTERN AFRICA
