,title,lastrevid
63350421,Suleiman Mohamoud Adan,1100648418.0
63494619,Zamzam Abdi Adan,1104180941.0
69638909,Ahmed Aw Dahir,1062918876.0
63557039,Mohammed Ahmed Alin,1067230288.0
63477886,Mohamed Nour Arrale,1010517655.0
29664615,Abdirizak Ibrahim Mohamed Attash,1106387976.0
54239766,Abdirahman Aw Ali Farrah,1090813639.0
68814023,Bashe Awil Omar,1080305059.0
36538209,Buurmadow,1060454282.0
45097812,Mohamed Abdi Dhinbil,1105389938.0
5377341,Hussein Ali Duale,1061678975.0
34257541,Hussein Abdi Dualeh,1046373247.0
55788969,Bashe Mohamed Farah,1100193203.0
33184353,Khadra Haji Ismail Geid,1110909858.0
69521467,Dayib Gurey,1105996972.0
63530491,Suleiman Hassan Haddi,1080321751.0
54585564,Suleiman Haglotosiye,1113248839.0
63539664,Hassan Ismail Yusuf,1095741540.0
63530949,Abdiaziz Hussein Hassan,1050666572.0
63539510,Hussein Mohamed Mohamoud,1025215950.0
69560137,Ibrahim Megag Samatar,1100656361.0
63025229,Hassan Isse Jama,1082326113.0
63556854,Abdiqani Mohamoud Jidhe,1102025422.0
522387,Dahir Riyale Kahin,1114879468.0
68823399,Mohamed Hussein Jama,1057643441.0
2966393,Ahmed Mohamed Mohamoud,1114881150.0
32432201,Mohamed Ahmed Mohamud,1069732157.0
55828782,Nafisat Yusuf Mohammed,1013484175.0
63530822,Ismail Haji Nour,1080319184.0
69644171,Osman Saleban Jama,1073933365.0
68300095,Liban Yusuf Osman,1078601021.0
60108213,Ahmed Muhammad Aden Qeybe,1100656814.0
63539951,Abdirisaq Waberi Roble,964350062.0
12879485,Jibrell Ali Salad,1086444472.0
27978695,Abdirahman Saylici,1106387960.0
19332257,Abdirahman Ahmed Ali Tuur,1114877231.0
2800474,Faysal Ali Warabe,1105125295.0
63476844,Ali Mohamed Warancadde,1050457012.0
8678630,Ahmed Yusuf Yasin,1082812507.0
24277129,Mohamed Yonis,1092949757.0
53048110,Ali Mohamed Yussuf,1021493082.0
63541283,Isse Ahmed Yusuf,1005192126.0
63547703,Dulton Adams,1086408049.0
63454724,Bongani Baloyi,1084870878.0
38801787,Henry Barrington,1091913293.0
51112366,Japie Basson,1091913341.0
29388538,Christiaan Frederik Beyers,1099763792.0
55844622,Hendrietta Bogopane-Zulu,1091913446.0
55945202,Bongani Bongo,1093781956.0
68223226,Henry Burton (South African politician),1103715218.0
63777596,Shaun Byneveldt,1086431155.0
31208578,Marshall Campbell,1112455259.0
70081514,Geoffrey Cronjé,1087229553.0
53063786,Rowan Cronjé,1090126948.0
63475034,David Dichaba,1087229999.0
-1,Nhlanhla “Lux” Dlamini,
4148402,Stephanus Jacobus du Toit,1070184582.0
55683024,Jennifer Ferguson,1084878734.0
61048350,Benjamin Wesley Greenacre,1088248229.0
37326932,Owen Horwood,1084875345.0
62644095,Danie Hough,1096032434.0
67461115,John William Jagger,1088423836.0
55133770,Christina Jasson,1095281104.0
54682977,Makhosi Khoza,1110352747.0
2943370,Adam Kok III,1084880247.0
61065529,Cornelius Kok II,1027218749.0
62820193,Joel Krige,1092237074.0
36466315,Johannes Christoffel Krogh,1097324284.0
36131138,Dawid Kruiper,1084880270.0
1228021,Cornelis Jacobus Langenhoven,1100944645.0
62648072,Maruping Lekwene,1088788887.0
53708196,Lindiwe Mabuza,1100374167.0
29397921,Elizabeth Mafekeng,1084880274.0
37828341,Mmusi Maimane,1115303784.0
62500685,Geoff Makhubo,1098843482.0
65851159,Mabel Malherbe,1091904503.0
63475692,Neo Maneng,1090707645.0
20098296,Themba Maseko,1084880381.0
63565159,Bandile Masuku,1115516317.0
40412956,Qaqambile Matanzima,1084880360.0
43764376,Khayelihle Mathaba,1084880305.0
47765010,Graham McIntosh,1071895270.0
57245961,Ntombi Lentheng Mekgwe,1084875290.0
62223761,Jan Meyer,1100262444.0
64345712,Clarence Mini,1084878322.0
55144986,Wilton Mkwayi,1101374740.0
59610433,Zwakele Mncwango,1114285475.0
56759356,Ellen Molekane,1084871818.0
68847941,Silas Molema,1087407617.0
62406008,John Moodey,1098205766.0
59149855,Frederick Moor,1086100029.0
63585965,Viola Motsumi,1084876921.0
59866713,Dali Mpofu,1113078843.0
26857945,Mpumi Mpofu,1084874811.0
50385153,Bongani Msomi,1084870895.0
56673160,Prema Naidoo,1086619086.0
51609840,Sister Bernard Ncube,1092981088.0
64780831,John Nkadimeng,1106722224.0
60940023,Sibongile Judith Nkomo,1112786688.0
41754065,Stafford Parker,1105552581.0
55981230,Fawzia Peer,1084880279.0
56636134,Penny Penny,1092903833.0
63897428,Pieter Gysbert Noodt,975860917.0
2312539,Amichand Rajbansi,1066986085.0
62762400,JN Reddy (politician),1113392946.0
60553323,Zamani Saul,1084877243.0
63585370,Helen Sauls-August,1098455848.0
966079,Charles Saunders (colonial administrator),1098520391.0
43584729,Floyd Shivambu,1093791445.0
29364878,Archie Sibeko,1096673163.0
55133806,Letitia Sibeko,1107939937.0
35565176,Edward Philip Solomon,1106269773.0
60820244,Max Sonnenberg,1096328535.0
38765057,Walter Stanford,1112747607.0
43158241,Richard Stuttaford,980482363.0
56314812,Michael Tellinger,1102506186.0
61497477,Moses Twebe,1084874768.0
51225389,Johannes Hendrikus Viljoen,1091590968.0
3851449,Andries Waterboer,1084880251.0
45522090,Nicolaas Waterboer,1105620135.0
53079758,Alan Winde,1107724739.0
61000474,Thuli Dladla,1046068469.0
51705742,Paul Dlamini,1081249695.0
30541112,Prince Sozisa Dlamini,808556266.0
35174338,Njabulo Mabuza,1081249733.0
39325267,Themba Masuku,1092838946.0
35174570,Charles Myeza,1112285121.0
4328867,Ben Nsibandze,1100374538.0
32635930,Jackson Abugo,1095291739.0
55712634,Anisia Achieng,1101103198.0
64434906,Emmanuel Adil Anthony,1112647227.0
63800621,Africano Mande Gedima,1115247401.0
32635950,Angelo Dayu Agor,1078042589.0
32635422,Morris Yel Akol,1084078778.0
32635410,Wol Akec Akol,1093916563.0
71145542,Deng Deng Akon,1107221543.0
49132458,Mayol Kur Akuei,1044511023.0
62600842,Obuch Ojwok Akuo,1065212992.0
71261305,Albino Bol,1105090334.0
32635728,Jacob Aligo,1095292336.0
32635337,Paul Malong Awan,1105447742.0
71319988,Ayaa Benjamin Warille,1113514909.0
32635058,Joseph Bakosoro,1113578914.0
32635771,Francis Barsan,1078637416.0
32728262,Tito Biel,1055829953.0
49132567,Abraham Makoi Bol,919546351.0
32635481,Theresa Anyuat Bola,1090872160.0
11483924,Mary Boyoi,1104061850.0
32635734,Paul Lodu Bureng,1086320016.0
56624768,Cirino Hiteng Ofuho,1106297094.0
32635275,Nyandeng Malek Deliech,1090872164.0
49132587,Deng Deng Akuei,919471963.0
32781030,William Deng Nhial,1114800318.0
14654272,Aldo Deng,1032863130.0
49132584,Ronald Ruai Deng,919609685.0
49132453,Teker Riek Dong,918811425.0
32635878,John Malish Dujuk,1108659929.0
32554690,George Echom,1067331237.0
32635514,Baptist Sabit Frances,1068382948.0
32635358,Taban Deng Gai,1113427102.0
56030618,Jacob Kuwinsuk Gale,1108503934.0
10896914,Joseph Garang,1099266151.0
32635437,Isaac Cleto Hassan,1099791155.0
49132320,Rezik Zechariah Hassan,949043206.0
66586396,Sarah Cleto Hassan,1111889684.0
32635865,Emmanuel Ija,1095984007.0
32944082,Aggrey Jaden,1059224881.0
32635214,Chol Tong Mayay Jang,888292366.0
62896207,Timothy Taban Juch,1058136616.0
32635761,Michael Roberto Kenyi,1087319671.0
2363203,Salva Kiir Mayardit,1115281646.0
49132486,Peter Bol Koang,918743234.0
32635184,Clement Wani Konga,1102830572.0
49132491,Baba Medan Konya,919549108.0
64429254,Kuol Deim Kuol,1006056090.0
3076004,Samson L. Kwaje,1055834802.0
32635959,Felix Ladu,1091814441.0
32635836,Paterno Legge,1075466143.0
32635848,Stephen Lemi Lokuron,1075465380.0
49132539,Natisio Loluke,919628419.0
56176268,Joseph Lual Acuil,1063289231.0
32635943,Vincent Kujo Lubong,1069101167.0
71337510,Mabior Garang De-Mabior,1113657913.0
32635523,Mary Karlino Madut,1094131882.0
71314892,Simon Mijok Majak,1100729735.0
49132572,Madang Majok,930031820.0
49132582,Abraham Gum Makuach,1112713366.0
49132512,Juma Ali Malou,919560655.0
71368862,Mary Mawai,1105243093.0
54031905,James Ajongo Mawut,1093453653.0
71284637,Peter Mayen,1109187939.0
32635493,Juliet Raphael Michael,1094131128.0
32635469,John Peter Miskin,1091499255.0
49132523,Afikaano Monday,919576350.0
49132466,Joseph Monytuil,1103909978.0
32635917,Hellen Murshali,1103920974.0
32636525,Paulino Matip Nhial,1109450057.0
49132611,Elias Waya Nyipuoc,960248404.0
55707889,Rebecca Joshua Okwaci,1078883066.0
71145421,Nathaniel Oyet,1113434840.0
49132553,Joseph Nyiegele Pacifo,929980362.0
49132595,Bona Panek,919581650.0
32635786,Ajonye Paperture,1024512303.0
71284860,Paulino Lukudu Obede,1105374820.0
32635242,Simon Kun Puoch,1032614087.0
49132546,Patrick Raphael,918739405.0
32635621,Richard Remo,1068134189.0
70394565,Ruben Madol Arol Kachuol,1096745777.0
32635453,Adil Athanasio Surrur,1106626605.0
32635739,John Lodu Tombe,1075472084.0
66810603,Tong Akeen Ngor,1049724514.0
71508149,Dier Tong Ngor,1110997068.0
32635891,Michael Tongun,1080331759.0
62644208,James Tor Monybuny,1005891533.0
49132577,Rin Tuec,919609346.0
32635382,Efisio Kon Uguak,1075404348.0
49132533,Augustino Jadalla Wani,1094862433.0
32635705,Manasseh Lomole Waya,1096606367.0
32635899,Juma Saeed Worju,967664366.0
17259309,Justin Yak,1110072478.0
47028771,Claro Abánades López,1113779647.0
286186,Joaquín Abarca,1033407869.0
59850878,Domingo de Acassuso,1093900852.0
67453058,Pedro Acedo Penco,1084146623.0
67296768,Sofía Acedo Reyes,1082213275.0
68585503,Rodolfo Aínsa,1101221364.0
68616198,Luis Alarcón de la Lastra,1104137934.0
12480,Gil Álvarez Carrillo de Albornoz,1097643747.0
18782133,Luis Almarcha Hernández,1068994303.0
18782173,Alonso III Fonseca,1095942154.0
67414245,Ana Alós,1101011811.0
24568616,"Fadrique de Toledo, 1st Marquess of Valdueza",1068945024.0
328744,"Fernando Álvarez de Toledo, 3rd Duke of Alba",1110129320.0
22694446,García Álvarez de Toledo y Osorio,1095787511.0
37520976,"García de Toledo Osorio, 6th Marquess of Villafranca",1045635951.0
18782241,"Pedro de Toledo Osorio, 5th Marquess of Villafranca",1104843127.0
18782258,Diego de Alvear y Ponce de León,1109548816.0
15008962,Martín de Álzaga,1114852877.0
66069288,Antonio Gutiérrez y Ulloa,1105274896.0
32894447,Buenaventura Carlos Aribau,988474574.0
33677607,Manuel de Aróstegui Sáenz de Olamendi,1096423662.0
45186967,Antonio Arrúe Zarauz,1113779972.0
6082223,Eduardo Asquerino,1059034676.0
51626778,Lourdes Auzmendi,1029806372.0
29691269,Vicente Bacallar,1083620426.0
44340617,Ignacio Baleztena Ascárate,1114317297.0
60820886,Atanasio Ballesteros,1108477980.0
7207965,"José Baquíjano y Carrillo, Count of Vistaflorida",1093246879.0
39629955,Juan Palarea y Blanes,1110529907.0
59779396,Joseph Blás de Gainza,993600864.0
66934635,Juan Antonio Bolea,1100828029.0
21938899,Gaspar de Borja y Velasco,1104699341.0
2832613,"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1070343072.0
66531693,Blas Camacho,1101437075.0
60019115,José Manuel Campa,1074156210.0
5827630,Mateu Cañellas,1099176383.0
63651143,Antonio Carro Martínez,1104381249.0
16140791,"Nicolás de Carvajal, Marquis of Sarria",1098105485.0
44377178,Francesc de Castellví i de Vic,1066124922.0
67421372,Yaiza Castilla Herrera,1114401468.0
30408923,"Juan Francisco de la Cerda, 8th Duke of Medinaceli",1105892119.0
30424458,"Luis Francisco de la Cerda, 9th Duke of Medinaceli",1101260163.0
27492789,Ramón Chíes,1093542725.0
1846109,Diego Clemencín,1081213360.0
33663792,Octavio Cuartero Cifuentes,1096425264.0
53729376,"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",1084945739.0
69170615,Fernando de Parias Merry,1102909033.0
52807544,Rafael Díez de la Cortina y Olaeta,1112390753.0
70929509,Teresa Domingo Segarra,1091720186.0
2978965,Juan Donoso Cortés,1106894631.0
31418279,Horacio Echevarrieta,1046893081.0
58856382,Julián Elorza Aizpuru,1111274553.0
2396957,Juan de Escobedo,1043838278.0
2826859,Juan Escoiquiz,1032123165.0
34540635,Gaspar de Espinosa,1068983396.0
67349409,Víctor Eusa Razquin,1113527776.0
66669597,Carlos Fabra Carreras,1088684877.0
23324017,"Diego Felipez de Guzmán, 1st Marquess of Leganés",1096106290.0
71000139,Miguel Ángel Fernández-Palacios,1101094299.0
9414155,"Fernando Gómez (footballer, born 1965)",1098126018.0
18782324,Antonio Flores de Lemus,1069012803.0
66318047,Josep Fornas,1100828052.0
63511827,Chato Galante,1110515122.0
66549881,Guillermo Galeote,1099982046.0
62499180,Mar Garcia,1069863344.0
10987649,Álvaro Gil-Robles,1068958543.0
68442390,Magda Godia,1101223631.0
65452897,Juan Carlos Guerra Zunzunegui,1104380457.0
12034888,"Gaspar Méndez de Haro, 7th Marquis of Carpio",1019104410.0
2819252,"Pedro Henriquez de Acevedo, Count of Fuentes",1103929563.0
5324763,Pedro de Herrera,1059696308.0
33915927,Eleazar Huerta Valcárcel,1069026111.0
70460353,Javier Imbroda,1109934881.0
11588790,Blas Infante,1090235807.0
56879753,Erasmo Janer Gironella,1107107927.0
42703130,Manuel Jiménez de Parga,1096109133.0
69422923,Joaquín Jiménez Hidalgo,1100828477.0
68522530,Alejandro Lamalfa,1098665055.0
50750691,Ignacio Hernando de Larramendi y Montiano,1109395465.0
39279342,Bernardino León,1080860368.0
4294690,Hernando de Lerma,1096116275.0
51703384,José Pascual de Liñán y Eguizábal,1111270449.0
68079573,José Luis Liso,1099829902.0
71443152,José María Llanos,1114408218.0
70439355,Carmen Llorca,1084910372.0
3710206,Pero López de Ayala,1096106599.0
1166277,Álvaro de Luna,1096639628.0
9540952,"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1043098967.0
67248022,Xabier Markiegi,1113721723.0
36479553,Manuel Marliani,1062865219.0
1776070,Marquis of Amboage,1086094474.0
69558592,Ignacio Martín Amaro,1103971165.0
6412935,Luis Méndez de Haro,1103527874.0
1508944,Bernardino de Mendoza,1114691610.0
319244,Marcelino Menéndez y Pelayo,1096446601.0
4636993,Gabriel Milan,1065174231.0
50963435,Luis Minguela,1110850781.0
42976392,Salvador Minguijón Adrián,1113473296.0
64529881,Pep Mòdol,1104404965.0
33776096,Rafael Montoro,1107203065.0
35206155,Guillermo Morphy,1066444598.0
61715005,Pere Navarro Olivella,1084603008.0
24287782,Juan Everardo Nithard,1103547500.0
14275953,Pablo de Olavide,1112996673.0
52616336,José María de Orbe y Gaytán,1111269697.0
34237697,Álvaro d'Ors Pérez-Peix,1106358929.0
67504008,Félix Ortega Fernández,1083313299.0
53729465,Román Oyarzun Oyarzun,1112985729.0
28170124,Juan Pacheco,1050728168.0
18897916,Berenguer de Palou II,1059003082.0
51474875,Javier María Pascual Ibañez,1088789363.0
18782371,Pedro Antonio de Aragón,1093371088.0
35617111,José Pellicer Gandía,1112951182.0
33592806,Juan Manuel de la Peña Bonifaz,1110216579.0
1892167,Antonio Pérez (statesman),1112055320.0
68038162,Antonio Victor Pildáin y Zapiáin,1115030339.0
57463534,Manuel Pizarro Moreno,1095965862.0
34300426,Luis Gabriel Portillo,1083417528.0
55333771,Pablo de Porturas y Landázuri,1083314563.0
25610547,Manuel Prado y Colón de Carvajal,1110047861.0
64012747,Jesús Quijano,1083314800.0
61385660,Pascual Rabal Petriz,1110714338.0
27771853,Domingo Ram y Lanaja,1103935973.0
65330482,Enrique Ramón Fajarnés,1105196034.0
61642105,Maria Dolors Renau,1110717255.0
9414431,Tomás Reñones,1067962807.0
27037440,Luis de Requesens y Relat,1066130983.0
27020174,Galceran de Requesens y Santa Coloma,800277980.0
1189432,Rafael del Riego,1109697301.0
41821662,Miguel Romero (activist),1069043798.0
5446696,Julio Ruiz de Alda,1070900508.0
8399403,Gabriel von Salamanca-Ortenburg,1103927512.0
22216567,Sampiro,1095007515.0
3036162,Rafael Sánchez Guerra,1096426163.0
50436425,Belén de Sárraga,1085675324.0
29295118,José Sisto,1092505399.0
67522131,Pedro Soto (politician),1099628635.0
26708691,"Juan de Tassis, 1st Count of Villamediana",1091687937.0
42648870,Francisco Elías de Tejada y Spínola,1112143161.0
33311807,José Perelló Torrens,1106097271.0
68026073,Leopoldo Torres (politician),1103027991.0
68246985,Mikel Unzalu,1101357586.0
69205312,Arantza Urkaregi,1114502991.0
42880169,María Rosa Urraca Pastor,1112159572.0
19160863,Fernando de Valdés y Salas,1031521862.0
62994848,Mauro Varela,1104383327.0
57769132,Rodrigo Vázquez de Arce,934714696.0
24223320,Eugenio Vegas Latapie,1107109600.0
32044076,José Joaquín de Viana,1083620763.0
67313951,Vicenç Vidal Matas,1083747578.0
44366478,Narcís Vinyoles,1096424716.0
69423884,Mariano Zufía Urrizalqui,1112160238.0
68070285,Sujatha Paramanathan,1113502682.0
45233276,Marshal Perera,1106530273.0
40378249,Sirimal Wijesinghe,1101551180.0
59583265,Robelto Hector,1103515422.0
5729384,Eustace John,1079695657.0
69804270,Shirley Skerrit-Andrew,1066964128.0
68241003,Kenneth John,1100264544.0
52777027,Gertrude Protain,1014394761.0
30863243,Alphonso Theodore Roberts,1077403825.0
52573462,Adil Abdel Aati,961560512.0
30899137,Malik Agar,1105457485.0
32897386,Ali wad Hilu,1085011367.0
43091570,Mirghani Alnasri,1059686019.0
32771393,Samuel Aru Bol,919521306.0
68029176,Tahani Abdalla Attia Gasmalla,1102528472.0
36351982,Ibrahim Balandiya,1055831182.0
7129988,Daud Bolad,1061629688.0
7705126,Ahmed Diraige,1103941566.0
56095182,Bishop Philip Abbas Ghaboush,1012661225.0
36564617,Zakaria Chol Gideon Gakmar,1002869856.0
30728820,Shartai Jaafar Abdel Hakam,1105520433.0
4183896,Ja'afar Abdul El Hakh,789974403.0
2493292,Osman Kebir,1025563424.0
49503754,George Kongor Arop,1026498747.0
4859670,Saeed Madibo,894929684.0
59836737,Amin Mekki Medani,1098277987.0
30806003,Jimmy Lemi Milla,1110668092.0
67606820,Muhammad Sa'id al-Qaddal,1100493448.0
32897010,Muhammad Sharif (Kalifa),1050319332.0
1474421,Abdallahi ibn Muhammad,1092462251.0
37736968,Abdel Halim Muhammad,1095715393.0
49027602,Abdul-Hamid Musa Kasha,1073676200.0
69156342,Al Taib Mustafa,1106782827.0
31119095,Muhammad Nadi Pasha,1073123086.0
32757283,Theophilus Ochang,1026899751.0
14647497,Salih Mahmoud Osman,986231936.0
38613241,Ibrahim El-Salahi,1114079134.0
61784482,Santino Deng Teng,1033617848.0
61783866,Simon Makwac Mayen,1106184658.0
23992370,Eliaba James Surur,1104223419.0
45540280,Alhaj Adam Yousef,1040529764.0
61783947,Yusuf al-Ajab,1082923942.0
47243745,Ashwin Adhin,1110227052.0
65788000,Caprino Alendy,1046386920.0
64501365,Marinus Bee,1044261887.0
69564895,Johannes Brons,1061430025.0
51015148,Angelic Alihusain-del Castilho,972745173.0
66054051,Johannes Cateau van Rosevelt,1074119308.0
39314708,Fred Derby,1109371785.0
36668629,Rashied Doekhi,1105642607.0
67069064,David George Findlay,1100754018.0
69578812,Olton van Genderen,1061719983.0
54405235,Salikin Hardjo,1068851430.0
48527405,George Hindori,1087130117.0
68299991,Theo Jubitana,1098812478.0
68582206,Sylvia Kajoeramari,1112727480.0
64546117,Krishna Mathoera,1110192935.0
64595571,Amar Ramadhin,1007146722.0
69585663,Sewraam Rambaran Mishre,1110193614.0
55649630,Grace Schneiders-Howard,1095800611.0
41750626,Willy Soemita,1114207932.0
67050784,Wim Bos Verschuur,1096953822.0
69743730,Saskia Walden,1112304854.0
68574817,Grace Watamaleo,1112727543.0
67679864,Jozef Weidmann,1037459272.0
51554552,Abraham Brodersson,1115163994.0
67034205,Thoralf Alfsson,1105567274.0
69196205,Leila Ali Elmi,1111882241.0
69842299,Alexandra Benado,1096936718.0
8594705,Bengt Snivil,1055951113.0
43028563,Rudolf Fredrik Berg,1113096827.0
150793,Birger Jarl,1106260454.0
2088644,Birger Brosa,1024623646.0
12941609,Axel Brusewitz,1039843620.0
47722656,Nils Claëson,1093435562.0
56983976,Petrus Olai Dalekarlus,1073651332.0
8435969,Charles the Deaf,1114537749.0
71312107,Christoffer Dulny,1115365930.0
1679710,Klas Eklund,941420482.0
1052238,Martin Ekström,1065514763.0
42077160,Nils Elowsson,1080015839.0
11187848,Folke the Fat,1101657785.0
21842968,Hans Reinhold von Fersen,1068082355.0
32744404,Clas Frietzcky,963414238.0
3224763,Birger Furugård,1016969064.0
5250201,Hemming Gadh,1018541199.0
69869055,Anders Henriksson (politician),1095370812.0
31202887,Carl P. Herslow,1112231330.0
29790745,Harald Hjärne,1085490833.0
8575081,Holmger Knutsson,1022950956.0
69399835,Ida Karkiainen,1111922174.0
4011649,Albrecht Elof Ihre,962137372.0
36891052,Gustav Kasselstrand,1111499686.0
53119615,Mats Kettilmundsson,974588670.0
67155138,Per Klarberg,1067229019.0
53656866,Sture Korpi,1098860122.0
47796982,Peeter Luksep,1067164381.0
2346851,Eskil Magnusson,1103368159.0
67031837,Stig Malm,1100349229.0
43861205,Ture Malmgren,993905483.0
2346904,Magnus Minniskiöld,1055950775.0
55482096,Omar Mustafa,1114431170.0
55481915,Gustaf Nyblæus (1816),907294516.0
27373577,Sven-Olle Olsson,1037993994.0
55986962,Vera Oredsson,1113634951.0
205461,Gabriel Gustafsson Oxenstierna,1113096968.0
2450861,Carl Fredrik Pechlin,1036926715.0
3054739,Carl Piper,1095944691.0
62403545,Filip Julius Bernhard von Platen,1048198762.0
19695723,Tomas Polus,1113516314.0
15830394,Nils Reuterholm,1090429369.0
50141605,Qristina Ribohn,1004037375.0
62456708,Oliver Rosengren,1115281232.0
38134911,Karl Gustaf Scherman,1065373172.0
21498503,Erik Carlsson Sjöblad,1009863371.0
201677,Jacob Magnus Sprengtporten,1113778594.0
66802050,Jimmy Ståhl,1111884033.0
29925434,Adolf Ludvig Stierneld,1089584584.0
728807,Gustaf Algernon Stierneld,1085266368.0
18433952,Vávra Suk,1015480636.0
14526270,Peter Sunde,1113754172.0
61744061,Anders Sundström,1113107487.0
70028144,August Tamm,1071178122.0
59401062,Robert Macfie Thorburn,1081619244.0
63192844,Jessica Thunander,1054908517.0
29593634,Lars Törnman,1036368817.0
727559,Gustaf af Wetterstedt,1115533138.0
54613914,Bertil Zachrisson,1081155174.0
70300247,Céline Amaudruz,1078966867.0
68981604,Beat Arnold,1103551315.0
65445178,Mustafa Atici,1093168910.0
6458764,Gallus Jacob Baumgartner,1034339108.0
48377525,Martin Bäumle,1113180976.0
9285689,Pierre François Bellot,1085380321.0
66509632,Jacqueline Berenstein-Wavre,1098279107.0
67508149,Peter Bodenmann,1097652987.0
68002868,Ulrich Bremi,1109100989.0
25110091,Achille Casanova,1109101260.0
61994720,Conradin Cramer,1109136165.0
8495828,Niklaus Dachselhofer,989253083.0
8495619,Sigmund von Erlach,1047996896.0
13552425,Heinrich Escher,1051201875.0
57872313,Johann Rudolf Faesch,1109260563.0
60974604,Peter Falck,1113518708.0
31802921,Franz Rudolf Frisching,1025992173.0
43518904,Urs Glutz von Blotzheim,1079107579.0
64622390,Jürg Grossen,1113181116.0
65707325,Tim Guldimann,1114164708.0
21904024,Georg Friedrich Heilmann,1065849307.0
25175267,Thomas Helbling,1097655440.0
65670725,Eva Herzog,1113518226.0
21904973,David Hess (painter),1088977153.0
18982430,Karl Otto Hunziker,1073762856.0
65665876,Beat Jans,1109261316.0
27296116,Walter Kälin,1097656534.0
8992361,Frédéric-César de La Harpe,1103177637.0
49650987,Georgie Lamon,1065924058.0
42444460,Paul Lüönd,1073049884.0
42451969,Ferdinand Masset,947627249.0
44542581,Frank Melloul,1110313720.0
59519026,Guy Mettan,1099961825.0
33910517,Jakob Meyer zum Hasen,1109307770.0
2452208,Kurt Meyer (Lucerne),1114680785.0
66437227,Sophie Michaud Gigon,1016857420.0
22064087,Peter Ochs,1013192676.0
56640458,Giovanni Orelli,1066004666.0
3421736,Ludwig Pfyffer,1077498198.0
66592002,Valérie Piller Carrard,1054866115.0
58883583,Ital Reding the Elder,1050573175.0
52359873,Jules Repond,1026286888.0
68087037,Farah Rumy,1101258104.0
48312020,Vinzenz Rüttimann,1101460842.0
68730873,Sergio Salvioni,1104342564.0
56407710,Alfred Emanuel Sarasin,1112830593.0
1524053,Nicolas Théodore de Saussure,1112325459.0
27076074,Peter-Josef Schallberger,1022570699.0
68768763,Josef Scherrer,1045327007.0
65869610,Guy-Olivier Segond,1105606820.0
25034608,André Simonazzi,1096441273.0
66439257,Carlo Sommaruga,1112581627.0
31266962,Niklaus Friedrich von Steiger,1108836802.0
28265387,Charles-Alexandre Steinhäuslin,942439844.0
13307728,Hansjörg Trachsel,1019997611.0
41807370,Paul Usteri,1081662107.0
33524354,Eric Weber,1078967037.0
20937761,Johann Rudolf Wettstein,1109870613.0
41918488,Karl Emil Wild,1068658484.0
55537498,Louis Wyrsch,1078281666.0
31954786,Paul Wyss,1110030427.0
800016,Theodor Ab Yberg,1022570814.0
8048470,Sebastian Peregrin Zwyer,1090177502.0
63382313,Abdul-Aziz al-Khair,1055121509.0
70200558,Adil Arslan,1115642647.0
40017660,Mohammed Akkad,1088148970.0
8377881,Sultan al-Atrash,1115642685.0
61976458,Ayyash Al-Haj,1114418908.0
68063026,Ghias Barakat,1099141929.0
27307017,Subhi Bey Barakat,1115422743.0
69210146,Abdul Qader Barmada,1088149351.0
27900533,Tawfiq Bay,1031788885.0
59788091,Ibrahim Biro,955779707.0
62896774,Amir al-Dandal,994545216.0
20616807,Abd al-Razzaq al-Dandashi,1063356756.0
50747727,Ahmad Diyab,1100437054.0
44524170,Hadad-yith'i,1102614042.0
40282910,Hisham Marwah,1111799084.0
69267672,Edmond Al-Homsi,1090859570.0
28815372,Ghassan Ibrahim,1099026087.0
69244326,Ihsan Al Jabri,1056547219.0
36729265,Jihad Makdissi,1095025923.0
53672278,Mohammad Jumah,1031226079.0
39962405,Sami al-Jundi,1085225687.0
60672000,Kamal al-Qassab,1046716585.0
69572352,Kamil Pasha al-Qudsi,1114426805.0
69267548,Fayez al-Khoury,1101097473.0
13858367,Mar'i Pasha al-Mallah,1114426843.0
47716578,Hrant Maloyan,1114902744.0
38612764,Antun Maqdisi,1012298345.0
67756618,Mahmoud Ahmad Marei,1096423511.0
69725702,Muhammad Talab Hilal,1091046608.0
38229559,Mustafa al-Siba'i,1101678254.0
966524,Shukri al-Quwatli,1114418977.0
36617859,Munif Razzaz,1104186608.0
19340343,Nasim al-Safarjalani,1032834084.0
68410203,Salem al-Meslet,1103824812.0
39957078,Muhammad al-Sufi,1106267269.0
39849117,Mohammad Farouk Tayfour,940373945.0
381886,Liu Yongfu,1102541692.0
16982434,Qiu Fengjia,1031398824.0
15823677,Xie Jieshi,1111816567.0
1447436,Zheng Jing,1108206522.0
45203385,Zheng Kezang,1065962947.0
8048265,Olimzhon Boboyev,1072391123.0
54521945,Torokul Dzhanuzakov,1092752457.0
68280175,Mahmadali Hayit,1067502414.0
46258407,Muhiddin Kabiri,1098146744.0
60139178,Bobo Makhamov,1090454878.0
46566059,Maksud Ibragimov,994061655.0
52890668,Nusratullo Maksum,1073969305.0
30226784,Ghaffor Mirzoyev,1069201815.0
54964031,Abduhalim Nazarzoda,1075757785.0
45592625,Umarali Quvvatov,1113522608.0
43101982,Alim Sherzamonov,996472390.0
