,title,lastrevid
25141523,José Arturo Vásquez Machado,1106096227.0
10036152,Juan Vicente Villacorta Díaz,1100804127.0
69148398,César Yanes Urías,1114064666.0
66949281,Xavier Zablah Bukele,1098271042.0
65667670,Teresa Efua Asangono,1094993024.0
24648573,Edward Barleycorn,969610175.0
11458007,Adolfo Obiang Biko,1105469931.0
48943913,Rita Bosaho,1092491399.0
47221362,Acacio Mañé Ela,1085315018.0
30143231,Pelayo Eribo,1114272312.0
65642874,Gabriel Mbaga Obiang Lima,1108829755.0
24378563,Atanasio Ndongo Miyone,1094094634.0
66234699,Gaudencio Mohaba Mesu,1080067659.0
5970349,Cruz Melchor Eya Nchama,1106746387.0
3597011,Armengol Ondo Nguema,1040383681.0
62841791,Eulogio Oyó,1085896072.0
71647393,Ahmed Mohammed Nasser,1110425153.0
51590351,Ambaye Wolde Mariam,1065904185.0
36701866,Girma Asmerom,1093428364.0
918162,Tedla Bairu,1068397028.0
9134199,Berhane Habtemariam,1077790341.0
47214835,Ibrahim Harun,983020940.0
4635397,Abraha Kassa,1074904726.0
38597984,Abdulkadir Kebire,1106388672.0
6939294,Abraham Kidane,1007942515.0
39720301,Mohammed Saeed Nawed,723260380.0
64342819,Ibrahim Omer,1106896920.0
70576186,Romodan Mohammed Nur,1104147526.0
66357891,Lehte Hainsalu,1063515288.0
2457429,Carl Robert Jakobson,1109789577.0
66896495,August Janson,1053019919.0
68194841,Elmar Järvesoo,1038769527.0
67105038,Sergei Jürgens,1028657999.0
66910582,Karl Kark,1098677715.0
68682083,Aleksander Kask,1048418741.0
66896425,Harald Laksberg,1092962963.0
67766728,Jüri Liim,1093563524.0
69330140,Jaan Lippmaa,1108623962.0
63946183,Aino-Eevi Lukas,1112291314.0
67076894,Tiit Matsulevitš,1083062314.0
67069639,Friedrich Niggol,1098878036.0
67059002,Arvo Niitenberg,1091114797.0
67058617,Eha Pärn,1058679187.0
70494856,Verner Hans Puurand,1082103275.0
66910486,Theodor Rõuk,1114964021.0
70492410,Arved Ruusa,1098879983.0
68277960,Toomas Sildmäe,1062612379.0
70387092,Heino Sisask,1084444093.0
54519462,Eduard von Stackelberg,1072240932.0
68712351,Aleksander Stern,1098161404.0
68333057,Ants Tamme,1046759279.0
67042787,Kirill Teiter,1092152864.0
2419650,Georg Trašanov,1093236480.0
66910079,Artur Vallner,1063815429.0
67227050,Ants Veetõusme,1108465393.0
17868434,Atnafu Abate,1091330135.0
41357201,Mohamed Abdulghani,1015964664.0
28644088,Almayahu Haile,1063011807.0
48750979,Juneidi Basha,1107047712.0
41451842,Tadesse Birru,1108621571.0
4470769,Darge Sahle Selassie,1099573513.0
28836054,Asrat Desta,1056728307.0
66239490,Ergoge Tesfaye,1059539493.0
66359827,Fitsum Assefa,1085929590.0
31649248,Alimirah Hanfare,1115409449.0
47214835,Ibrahim Harun,983020940.0
52258407,Mawlid Hayir,1079991048.0
46659298,Adem Ibrahim,1015964623.0
67210080,Kitaw Ejigu,1115575412.0
71455450,Wondimu Kurta,1108035809.0
37583394,Lencho Letta,1107968444.0
28836297,Mogus Wolde Mikael,1112916781.0
58578791,Jawar Mohammed,1094608483.0
43150425,Mulu Solomon,1106496565.0
41122567,Sophia Yilma,1026135640.0
58260636,Su'ad Ahmed Farah,857925192.0
7786796,Tekle Wolde Hawaryat,1095575093.0
67464872,Teklewold Atnafu,1101239492.0
71455631,Tsegaye Mamo,1109728586.0
45213295,Andargachew Tsege,1075086484.0
30843360,Erhart Aten,1104278667.0
30843378,Gideon Doone,1104278830.0
30847148,John Ehsa,1112791021.0
59833026,Jack Fritz,1077106459.0
56718796,Tony Ganngiyan,1109390620.0
33468434,Gerson Jackson,1112222920.0
30845268,Lyndon Jackson,1072343229.0
57597597,John Mangefel,1104284808.0
24026367,Masao Nakayama,1054456354.0
30843207,Wesley Simina,1105544125.0
31088650,Ansito Walter,993631245.0
30845524,Robert Weilbacher,1102379216.0
30847499,Strik Yoma,1086142871.0
3405012,Nelson Delailomaloma,1066885088.0
6110348,Manilal Doctor,1026524002.0
3507066,Ema Druavesi,1081755736.0
67554842,James Fong,1096907368.0
62036745,William Goodsir,1027605353.0
2225014,Hafizud Deen Khan,1114460174.0
65564541,Apenisa Kurisaqila,1021053596.0
2153880,Injimo Managreve,705254033.0
23503316,Metuisela Mua,1079124027.0
65651891,Pio Tabaiwalu,1101202238.0
3807686,Saula Telawa,1092280528.0
53859980,Samuela Vunivalu,1005271427.0
26527542,Josaia Waqabaca,904395471.0
69057378,Tanya Waqanika,1050607695.0
35642365,Markku Andersson,1043222611.0
20342537,Erik Berg (politician),1112445645.0
20342397,Arthur Brofeldt,1050506093.0
658274,Anders Chydenius,1113818970.0
20342754,Selim Ekbom,997338039.0
3510774,Erik Fleming (councilor),1066740982.0
2680252,Klaus Fleming,1088318870.0
16372180,Jakob Gadolin,1097260549.0
20342989,Mikhail Fyodorovich Ganskau,1051760370.0
36269519,Carl Axel Gottlund,1100912151.0
20343117,Lars Gabriel von Haartman,1113826495.0
34380970,Ilkka Hakalehto,1106130121.0
2226356,Max Jakobson,1111495545.0
34034156,Fritz Arthur Jusélius,1019712970.0
20345360,Aleksander von Kothen,1050404318.0
20345455,Paul Kraatz,1089806349.0
6571380,Antti Kuosmanen,1093737619.0
20345471,Carl Fabian Langenskiöld,1095875877.0
16900186,Reino Ragnar Lehto,1086802978.0
1043000,Keijo Liinamaa,1082695153.0
20345528,Verner Lindberg,1113086506.0
2415203,Olavi Mäenpää,1113275201.0
4625429,Nils Mustelin,1101309871.0
60468621,Kirsi Piha,1011166320.0
41541349,Toivo Topias Pohjala,1113515295.0
20345752,Karl August Ramsay,1051401383.0
1789613,Elisabeth Rehn,1096605773.0
4929415,Eino S. Repo,1050674268.0
68236834,Matti Saarinen,1099827826.0
22825442,Helvi Sipilä,1099355206.0
201678,Georg Magnus Sprengtporten,1113778414.0
201677,Jacob Magnus Sprengtporten,1113778594.0
20347512,Aleksander Strandman,1050404209.0
70797781,Christoffer Taxell,1096094038.0
7063289,Heikki Heikinpoika Vaanila,1080391577.0
67109396,Jaana Vasama,1095884412.0
67307273,Miranda Vuolasranta,1106633718.0
58351048,Nils Westermarck,1019861873.0
20347668,Anders Wirenius,1049923720.0
22052154,Konni Zilliacus (senior),951511687.0
38482743,Jean Poldo d'Albenas,1067933042.0
36285566,Édouard André (art collector),1108055042.0
21299930,François-Gabriel d'Angeac,1063028734.0
1180829,Auguste Louis Albéric d'Arenberg,1100525208.0
65807322,Hubert Astier,1104817709.0
35419899,Raymond-Max Aubert,1082744437.0
42647984,Pierre-François Audry de Puyraveau,1041685091.0
68448001,Antoine Avinin,1114330738.0
55153211,Henri Barbet,1058537909.0
40678821,Monique Barbut,1033584307.0
67436651,Umberto Battist,1100351289.0
63700121,Jean-François Bazin,1103928744.0
17780292,"Marc de Beauvau, Prince of Craon",1103625797.0
25160009,Daniel Béguin,1092313908.0
1162066,Soheib Bencheikh,1076962736.0
30872888,Jean-Pierre Berçot,1014505332.0
67348513,Michel Berson,1035977192.0
70473307,Georges Berthoin,1081106442.0
69582942,Bertrand de La Chesnais,1082303676.0
70327805,Bertrand Nogaro,1082745594.0
11552803,Franck Biancheri,1105481883.0
69212298,Olivier Bianchi,1110744540.0
41594249,Adolphe Billault,1104724730.0
68212696,Jean Bonaventure Birotteau,1100907137.0
45200409,Pierre Philibert de Blancheton,1008128433.0
41658398,Antoine Blondel,1016683924.0
28452591,Roland Bondonny,1095782494.0
38328558,Gian Paolo Borghetti,1044208725.0
54070464,Élisabeth Borne,1115491013.0
41629994,Paul Boudet,1097825452.0
26534294,Gérard Boulanger,1097825550.0
40587789,Albert Bourderon,1067038452.0
40204025,François Bourdon,1029331850.0
2831992,Anne du Bourg,1094440098.0
33092743,Raphaël Bouton,1105641399.0
25159589,Marie Bové,962575919.0
59026825,"Alexandre Jean-Baptiste de Boyer, Marquis d'Éguilles",1078677061.0
26056539,Pierre Étienne Bourgeois de Boynes,782996380.0
57412674,Adolphe Brezet,1104663398.0
63288453,Franck Briffaut,1103217675.0
9853424,Barnabé Brisson,1093929154.0
1201036,"Victor-François, 8th duc de Broglie",1084041714.0
57019223,Gilberte Brossolette,1070079491.0
2719457,Pierre Broussel,1050634478.0
67773618,Michel Bruguier,1082745423.0
68445707,Dominique Bucchini,1061804332.0
33867261,Bureau de La Rivière,1105433275.0
39460195,Étienne-Laurent-Pierre Burnel,1082744694.0
48710320,Jean Capelle (politician),1067067425.0
10802995,Léon Carcassonne,1007233683.0
42260912,Pierre Cary,1050495074.0
50286583,Ignace Caseneuve,1019146161.0
50750557,Charles Cassal,924509169.0
63637983,Jacques la Caze,1109449561.0
12278635,Max-Théodore Cerfberr,1039643142.0
38467055,Robert Chapuis,1107371389.0
54033731,Jean Charbonnel,969097582.0
14314929,Jean Auguste de Chastenet de Puységur,1098455433.0
21454683,Pierre-Jean-Baptiste Chaussard,982872895.0
33071575,Henri Philippe de Chauvelin,1067874732.0
46454920,Armand Chouffet,1085636232.0
6033811,Pierre-Suzanne-Augustin Cochin,1026749529.0
58264939,Colette Codaccioni,1014506054.0
69819865,Édouard Colbert de Villacerf,1101166764.0
56054313,Maurice Colrat,1035898437.0
68554540,Honoré Commeurec,1082414528.0
71085213,Corinne Bouchoux,1096232063.0
60635940,Jean Cotereau,1010731404.0
43724820,Paul Cotte,1050652500.0
32289024,Georges Coulon,1097830070.0
10306157,Michel Craplet,1087935075.0
42955580,Jacques Antoine Creuzé-Latouche,1097830813.0
758200,Pierre Daru,1084279564.0
57566798,Yves de Daruvar,1113513795.0
41616627,Claude Alphonse Delangle,1097831850.0
36402853,Victor Denain,1005635886.0
21550664,Ernest Denis,1084137789.0
42664083,Louis Grégoire Deschamps Destournelles,1011997337.0
7282229,Martial Borye Desrenaudes,1067855906.0
7527529,Éric Di Meco,1101972691.0
14354119,Henry Dorgères,1056023413.0
33867953,Nicolas du Bosc,1067934529.0
18317712,Guillaume du Tillot,948072002.0
19159011,Antoine du Verdier,1082744106.0
39912709,Émile-Jules Dubois,1076271376.0
20372258,Lucien-Rene Duchesne,851199022.0
41625355,Théodore Ducos,1058537128.0
21482270,Édouard Dunglas,1067926801.0
3174903,Olivier Dutheillet de Lamothe,1094204364.0
41585336,Jean-Baptiste Duvergier,1097834473.0
26055969,"Claude Louis d'Espinchal, marquis de Massiac",1101896910.0
45716323,Auguste Louis Antoine Fabre,957313460.0
41502418,Jules-François-Paul Fauris de Saint-Vincens,1105667020.0
67565241,Nasser Ramdane Ferradj,1100351389.0
68481657,Lucien Finel,1110536778.0
68486372,Jacques Fournier (government official),1098598167.0
18284862,François II de Beauharnais,903067760.0
28622807,Jean Frydman,1100352027.0
5795028,Xavier de Fürst,1056703720.0
1253808,Charles Ganilh,1067808226.0
35199360,Agénor de Gasparin,1082162174.0
19967345,Joseph Matthias Gérard de Rayneval,997745594.0
41664987,Charles Le Bègue de Germiny,1082744148.0
32634620,Roland Giberti,955452341.0
70329546,Georges Ginoux,1096065024.0
55933814,Brigitte Girardin,1082744185.0
10014832,Olivier Giscard d'Estaing,1105690313.0
58273503,François Louis Auguste Goiran,1082744476.0
67473134,Marie-Thérèse Goutmann,1026474883.0
23125171,Madeleine de Grandmaison,1056746059.0
31143684,Ernest Granger,1076592057.0
50104853,Jean-Henry-Louis Greffulhe,1112230604.0
71585333,Louis Grillot,1106686659.0
66110297,Alain Griset,1089002351.0
67256066,Jules Gros (journalist),1093401635.0
62496744,Odette Grzegrzulka,1104771590.0
33871891,Guillaume IV de Melun,1067877319.0
290532,Joseph-Ignace Guillotin,1111272997.0
32249947,Joseph Guinard,959651896.0
17822442,Maurice d'Hartoy,995050241.0
25159673,Guy Hascoët,1056747043.0
590493,"Charles Louis Bernard de Cléron, comte d'Haussonville",1067846753.0
22846587,Paul Hay du Chastelet,997682962.0
12763848,Louis-Étienne Héricart de Thury,1075236229.0
22834075,Édouard Hervé,1084277287.0
25159600,Philippe Hervieu,1092778353.0
55050161,Prosper Hochet,1021076730.0
2260746,"Charles Louis Huguet, marquis de Sémonville",1081082798.0
42300706,Georges Humann,1082744637.0
19159306,Philippe Hurault de Cheverny,1093422949.0
21565399,Max Hymans,1044123593.0
61065505,Laurent Jacobelli,1114706891.0
70969246,Jean-Pierre Gorges,1106117826.0
62186089,Armand Félix Marie Jobbé-Duval,1082744075.0
39747740,Édouard Jonas,1042856307.0
67437359,Jean Kaltenbach,1100351334.0
17839103,Philippe Karsenty,1114892620.0
68477118,Pierre-Charles Krieg,1102306848.0
33856644,Étienne de La Grange,1067940807.0
37127834,"François-René de La Tour du Pin Chambly, marquis de La Charce",1067646077.0
42658335,Guillaume-Xavier Labbey de Pompières,1041683862.0
23400031,Joachim Labrouche,1056915263.0
30986466,Suzanne Lacore,1110950805.0
21255372,Jean-Baptiste Lacoste,1056915372.0
41187854,Chrétien François de Lamoignon de Basville,1042575253.0
35628835,Antoine-Adrien Lamourette,1068403285.0
22996883,Hyacinthe Gaëtan de Lannion,1083146472.0
62291766,Louis Lareng,1108483794.0
41981348,Hippolyte Laroche,1016084594.0
36123585,Marc David Alba Lasource,1079932605.0
46206033,Lucien Le Foyer,1097841196.0
33862386,Jean Le Mercier,1067920653.0
395027,Patrick Leclercq,1094044508.0
23068668,Adrien de Lezay-Marnésia,1067876372.0
61798796,Gustave Lhopiteau,1047972863.0
25159696,Eric Loiselet,1082744804.0
69597379,David Lorion,1094475527.0
33627229,Charles Luca,1056918597.0
34658539,Jean-Baptiste Mailhe,1106110853.0
3066414,Jacques-Antoine Manuel,1092028739.0
22773769,Jacques Marquet de Montbreton de Norvins,1034252351.0
59812400,Damien de Martel,1087438466.0
20943404,Henri Martin (winemaker),1067813083.0
592146,Philippe Massoni,1097454062.0
16010590,Jean Mattéoli,1095618313.0
41599740,Charlemagne de Maupas,1058537657.0
45279197,Jeanne Mélin,1067041266.0
2288555,Émile-Justin Menier,1107107209.0
68888941,Paul Mentré,1115036455.0
62080059,Jean Ernest Mercier,1060089304.0
56170501,Dominique Meyer,1096058170.0
68857132,Daniel Mio,1101221150.0
761160,Bon-Adrien Jeannot de Moncey,1058640914.0
20291975,Joseph François Augustin Monneron,883964038.0
67518648,Gérard Montassier,1100353450.0
42497598,Guillaume-Isidore Baron de Montbel,1011997346.0
837608,Jean Baptiste Antoine Auget de Montyon,1067722137.0
68484000,Yvon Morandat,1107595141.0
69382242,Bernard Morel (economist),1098804764.0
48900120,Alex Moscovitch,1069907006.0
26162474,Ilham Moussaïd,1099922454.0
41621767,Lionel de Moustier,1082391687.0
58015272,Simon Nora,1082168099.0
50447778,Albert Ollivier,1084584916.0
4679271,Érik Orsenna,1081472130.0
35869199,Louis Pailhas,1112614011.0
21031373,Philippe Paolantoni,1100822300.0
18440884,Alexandre Parodi,1114330360.0
58274986,Pierre Pasquini,1049369444.0
31124715,Constantin Pecqueur,1107566909.0
23443162,Hélène Pelosse,1040666223.0
25336650,François-Xavier de Peretti,1050652439.0
55078570,Joseph Périer,1111580311.0
39777660,Victor Perret,1014506148.0
8885695,Marc Perrin de Brichambaut,1095867371.0
247290,Marcel Petiot,1111961176.0
6786719,Henri Peyroux de la Coudrenière,939917134.0
5462788,"Louis Phélypeaux, comte de Saint-Florentin",1067590832.0
5464847,"Louis Phélypeaux, marquis de La Vrillière",1067707780.0
6773561,"Louis Phélypeaux, seigneur de La Vrillière",1067769050.0
56469105,Hajasoa Vololona Picard,1070552905.0
67530447,Louis Pierna,1106902703.0
70349592,Pierre Ferri-Pisani,1105248262.0
41629322,Ernest Pinard,1097917556.0
25166204,Christophe Porquier,1070642143.0
22813183,Antoine Portail,1034304794.0
54377444,Michel Pouzol,1050936152.0
25252923,Henri Pozzi,1044712445.0
19370336,Rodolphe Prager,1083697354.0
37063797,Francis de Pressensé,1109074521.0
69086618,Angèle Préville,1090314219.0
59812800,Gabriel Puaux,1014505899.0
38859751,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1028266238.0
68137055,Jean-Marie Rausch,1112230445.0
53640075,Jean Reboul,1078446564.0
212393,Marie Roch Louis Reybaud,1033977038.0
62103567,René Ribière,1041685164.0
42226913,Antoine Richard du Cantal,1014225041.0
10820992,Marthe Richard,1099050150.0
69474004,Philippe Rio,1104409292.0
2267394,Jean Gabriel Maurice Rocques,1084299616.0
41994337,Joseph Romain-Desfossés,1104367647.0
68136851,José Rossi,1057534232.0
68839094,Sandrine Rousseau,1114415628.0
2280531,Alexandre Rousselin de Saint-Albin,1084300380.0
41612832,Ernest de Royer,1097929651.0
8534422,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",1100727957.0
31897345,Jean Sauvage,1026702472.0
46789,Jean-Baptiste Say,1115511726.0
60599530,Lucile Schmid,1114853737.0
63972447,Michel Souplet,1102390019.0
56915029,Anton Carl Ludwig von Tabouillot,968436799.0
25159785,Claude Taleb,1057709881.0
36173481,François-Alexandre Tardiveau,1097931338.0
66012879,Jean Tavernier,1102536154.0
2286372,Pierre Edmond Teisserenc de Bort,1082741642.0
20743988,François Auguste de Thou,1068356846.0
36139022,Jacques-Alexis Thuriot de la Rosière,1079933261.0
71225495,Lionel Tivoli,1111142368.0
9578179,Jean-Michel Tobie,1057711903.0
26650098,Charles de Varigny,1074726624.0
7438588,Henri-Auguste-Georges du Vergier,1093617817.0
47420073,Gaston Vidal,985470476.0
13054782,Jean-Paul-Alban Villeneuve-Barcement,1101593671.0
41611988,Adolphe Vuitry,1104724822.0
69049177,Laurent Wetzel,1100263797.0
55018267,Charles Emile Wickersheimer,1055444494.0
51254637,Fred Zeller,1084196242.0
8780261,Éric Zemmour,1112562821.0
65598456,Jean-Marie Zoellé,1104091453.0
68204323,Jean Zyromski,1086798723.0
31865395,Mathurin Anghiley,1025291924.0
1248243,Jean-Hilaire Aubame,1105996544.0
18811446,Paul Gondjout,1105996818.0
66148685,Erlyne Antonella Ndembet,1100454050.0
68347901,Estelle Ondo,1107214410.0
66148785,Ida Reteno Assonouet,1053608075.0
70416744,Abou Karamba Kassamba,1109005014.0
71200387,Ajaaratou Satang Jow,1096298330.0
67385608,Amie Bojang-Sissoho,1088360793.0
53425916,Abdoulie Bojang,1009847235.0
70416811,Buba Samura,1109005820.0
67225682,Fatou Sanyang Kinteh,1112551531.0
53429944,Mai Fatty,1113100028.0
2280652,Omar Gassama,1061724992.0
53436248,Modou Bamba Gaye,1009847195.0
36517096,Amadou Scattred Janneh,1059365217.0
3289542,Fabakary Jatta,1086017014.0
36231155,Joseph Henry Joof,1099209990.0
70416683,Kunda Kamara,1113498194.0
55726622,Lucretia St. Clair Joof,1063074971.0
53890038,Muhammed Magassy,1009849522.0
63881225,Basiru Mahoney,1099211698.0
45471358,Alieu Badara Njie,1021130685.0
62140105,Momodou Sabally,1091668111.0
53413808,Lamin Saine,1018074300.0
36231001,Pap Cheyassin Secka,1112373531.0
42499736,Alieu Badara Saja Taal,1112551276.0
35953137,Zaur Ardzinba,1089310400.0
39298781,Gennadi Berulava,919556858.0
56492049,Mikhail Bgazhba,1060118428.0
25242562,Samson Chanba,963109084.0
54194056,Efrem Eshba,1001303004.0
50564775,Almas Japua,949821890.0
52173615,Batal Kobakhia,944899943.0
52173665,Valerian Kobakhia,1113808003.0
7767585,Nestor Lakoba,1105224625.0
7198857,Sumbat Saakian,1046266028.0
41033677,Shota Shamatava,723736482.0
11082784,Bagrat Shinkuba,1084452914.0
36177058,Werner E. Ablaß,1100348263.0
65528334,Karl Gustav Ackermann,1000117915.0
67248941,Shqiprim Arifi,1082363143.0
70495875,Rudi Arndt,1107533445.0
440245,Rudolf Bahro,1107876591.0
42119920,Otto Ballerstedt,1113203053.0
56186369,Joachim Otto von Bassewitz,1093387234.0
64690108,Bruno Baum,1084699735.0
5173010,Karl Theodor Bayrhoffer,1083425343.0
45268834,Otto Beck,961688162.0
65907328,Klaus Bernbacher,1043818216.0
23435274,Gerhard Besier,1085857797.0
15139131,Georg von Blumenthal,1069224768.0
34279224,Johann Christian von Boyneburg,1068219706.0
68870760,Kristin Brinker,1079038395.0
51004375,Rudolf Brinkmann (economist),1102950546.0
70868678,Wolfram Brück,1112976357.0
586017,Heinrich von Brühl,1108940872.0
612566,Ignatz Bubis,1097419085.0
65372025,Stephan von Dassel,1105055233.0
40610529,Karamba Diaby,1112293494.0
40897765,John Ehret,1105466617.0
31981166,Karl Eichfeld,1074867565.0
35347497,Dieter Engels,1096417332.0
36151221,Christian Wilhelm Karl Ewald,721838555.0
50996259,Christian August von Eyben,1034821660.0
31265616,Georg Fein,1083507112.0
35273677,Heinrich Fleißner,1069865479.0
66108652,Friedrich Johannes Frommann,1093387022.0
29343651,Paul Fugger von Kirchberg und Weißenhorn,961559177.0
61340295,Günter Gaus,1101404633.0
2143613,Friedrich von Gentz,1115440680.0
71109862,Tobias Goldschmidt,1102569953.0
30779489,Carl Heinrich Wilhelm Hagen,1089339965.0
27109263,Gert Haller,1068252041.0
407988,Karl Harrer,1028295986.0
58133792,Roland Heintze,1068223262.0
2172451,Hermann Heller (legal scholar),1095832234.0
34560524,Jakob Heller,1068264022.0
19495219,Ernst Henrici,990661354.0
69473261,Georg Herber,1063336993.0
52742626,Rudolf Hilf,1065378015.0
28730982,Joseph Hillebrand,1085956099.0
70516838,Ulrike Höfken,1085014516.0
20952682,Herwart von Hohenburg,1044168190.0
35302688,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1064760958.0
1401299,Hermann Eduard von Holst,1085957484.0
805102,Friedrich von Holstein,1111872470.0
61571451,Martin Horn (politician),1046681559.0
1682241,Christoph Ernst von Houwald,1082762897.0
33735316,Bernd Hüttemann,1103984958.0
62274004,Emilie Kiep-Altenloh,1084967295.0
36817590,Johann Ludwig Klüber,1001372874.0
22466849,Caio Koch-Weser,1106322517.0
65806088,Tobias Köck,992518323.0
35637650,Francis Kruse,1079057379.0
44732118,Gottlob Johann Christian Kunth,1093387209.0
27082532,Dieter Kunzelmann,1109123229.0
71067050,Kurt Blaum,1112069971.0
69806273,Marianne Laqueur,1076451247.0
70208378,Charles Lavy,1074874230.0
20717242,Felix Lichnowsky,1077654837.0
8303718,Moriz Lieber,1027471881.0
67985317,Eduard von Liebert,1109188118.0
10537736,Ludwig von Lützow (politician),804957332.0
15873918,Carl Otto von Madai,1085599848.0
68468300,Wolfgang Mischnick,1112295425.0
10775216,Armin Mohler,1109261988.0
9743492,Max Montgelas,1068164318.0
909703,Wolfgang Müller von Königswinter,1042527354.0
25862088,Joseph Musiol,1016666026.0
29551586,Theodor Olshausen,1113510313.0
25280087,Dietrich Heinrich Ludwig von Ompteda,1087370444.0
5666250,Max von Oppenheim,1094067330.0
36869620,Christian Friedrich von Otto,1012546526.0
66092213,Christian Theodor Overbeck,1098863553.0
22423679,Hans Paasche,1069647177.0
67843278,Walter von Saint Paul-Illaire,1084965273.0
30754338,Friedrich-Carl Peus,1008949457.0
30754640,H. Busso Peus,1005034968.0
69639349,Wolfgang Pfahl,1099833178.0
32752387,Franz Seraph von Pfistermeister,1107613099.0
3567423,Adolf Pilar von Pilchau,1063814286.0
69097811,Boris Pistorius,1068458723.0
4411174,Gunter Pleuger,1104322145.0
27667714,Eduard Puricelli,1096745331.0
3062050,Johan Rantzau,1115015874.0
68304619,Albrecht von Rechenberg,1113811454.0
52696076,Moritz Rittinghausen,1067085488.0
68164926,Wolfgang Roth (politician),1100825660.0
43714241,Eduard von Schele zu Schelenburg,785399343.0
68194815,Marco Scherbaum,1035698461.0
13472726,Paul Schiemann,1088399730.0
53203305,Ernst Wilhelm von Schlabrendorf,1001280832.0
19246223,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950.0
70653206,Andreas von Schoeler,1100044716.0
23412245,"Joachim, Count of Schönburg-Glauchau",1107354164.0
24165446,Peter Schott,1083058544.0
70314643,Günther Schwarz (politician),1096148976.0
14514815,"Adam, Count of Schwarzenberg",1081128413.0
67781349,Mignon Schwenke,1078055144.0
390588,Veit Ludwig von Seckendorff,1060960076.0
5409246,Joachim Siegerist,1114262519.0
612374,Paul Spiegel,1081789630.0
71727155,Baldur Springmann,1109697793.0
63668146,Ashok-Alexander Sridharan,1093387162.0
32865142,Gerhard Stahl,1106125356.0
28959366,Karl von Starck,1093387150.0
19790694,Gustav Adolf Steengracht von Moyland,1101443177.0
32732968,Henry Ernest of Stolberg-Wernigerode,952858312.0
64617290,Günter-Helge Strickstrack,1101202253.0
52904238,Anna Strohsahl,1072989611.0
34397265,Bertram von Sturm,1105328568.0
14077268,Heinrich Sudermann,1093940916.0
38286183,Anton Tausche,1019260550.0
40585929,Wolfgang Templin,1050277861.0
43618174,Stanislaw Trabalski,1113737373.0
28264422,Heinrich Voelter,1093387113.0
67523558,Hans-Karl von Unger,1070061609.0
67025581,Hellmuth Weiss,1092937402.0
66862454,Hugo Wesendonck,1016582283.0
70635840,Klaus Wiener,1096229854.0
70552273,Willi Brundert,1112014445.0
66315652,Ludwig Georg Winter,1062661561.0
41569376,Hermann Wittich,1011310804.0
69056932,Petra Zais,1056946262.0
69438130,Hans Ziegler (politician),1071469913.0
70635033,Nicolas Zippelius,1093385763.0
69592775,Yaw Owusu Addo,1065923425.0
68866602,Joseph Adjei Buadi,1061628478.0
38063411,Daniel Alolga Akata Pore,1073036835.0
26701032,Chris Bukari Atim,959224438.0
68880838,Ato Austin,1093114915.0
46416077,Kofi Batsa,1087765660.0
42107721,Larry Bimi,1098579767.0
11920925,George Boakye,1073797199.0
52390296,Nana Agyenim Boateng,1093130645.0
70052004,Alhaji Umar B. Bodinga,1093130635.0
71455350,Cornelius Dartey Tay,1114123502.0
10960690,Vincent Kwabena Damuah,1028775193.0
71455361,Daniel Buadi,1109993134.0
71483983,Dickson Adomako Kissi,1105487488.0
67267871,G. A. K. Dzansi,1070814156.0
71455637,Ekow Daniels,1113264331.0
71455347,Emmanuel Kwamina Crentsil,1109989757.0
64170125,Samuel Gyabaah,1107578600.0
4581903,J. E. Casely Hayford,1105203777.0
71535269,Hopeson Adorye,1108880279.0
65473189,Mariam Iddrisu,1106941716.0
65971059,John Kofi Barku Tettegah,1073037069.0
37053679,Agyen Kokobo,1103370225.0
66041281,Kofi Koranteng,1105318021.0
37053878,Ofusu Kwabi,1103370473.0
59387592,Dan Lartey,1073037101.0
66494199,Joshua Makubu,1077828963.0
71455366,Margaret Ocran,1114123721.0
3180597,John Mensah Sarbah,1105403308.0
26191676,Frederick Nanka-Bruce,1101467306.0
71455371,Nelson Kwami Maglo,1115083610.0
53088246,Matthew Opoku Prempeh,1115681263.0
-1,Prince Ofosu Sefah,
26192092,Benjamin Quartey-Papafio,1107694631.0
68862047,Shani Alhassan Saibu,1093131797.0
12728555,John Hope Smith,1041213534.0
71455477,Sulemanu Kwame Tandoh,1113923144.0
62364601,John van der Puije,1075906576.0
71455531,Victoria Tagoe,1106274564.0
66600088,Nana Oye Mansa Yeboaa,1073037291.0
39600644,Sefis Anastasakos,1114739706.0
51303949,Avraam Vaporidis,1114426656.0
14369985,Christos Daralexis,1083450519.0
3028558,Alcibiades Diamandi,1114419735.0
27416890,Ali Dino,1100574549.0
67887983,Georgios Drys,1100415739.0
16553291,Asimakis Fotilas,1006771435.0
64033054,Spyridon Galinos,1089668131.0
70414534,Nasos Iliopoulos,1106592503.0
71351663,Ioannis Malachias,1114420316.0
71756523,Theophilos Kamberidis,1110970525.0
49854329,Stavros Karampelas,1104181536.0
55320316,Ioanna Karyofylli,1056916313.0
70541292,Giorgos Katiforis,1111751689.0
63349879,Yannis Katsafados,1104181599.0
42801042,Matthaios Kofidis,1102436898.0
51303997,Georgios Kourtoglou,1114426821.0
57628923,Failos Kranidiotis,1104132636.0
10949909,Nikolaos Makris,1111030855.0
65244237,Ismail Molla,1104133505.0
