date,order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,1845,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
2020-10-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24741,1775,0.02,0.014,0.053,0.151,0.762
2020-10-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24883,1775,0.02,0.014,0.053,0.151,0.762
2020-10-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25013,1775,0.02,0.014,0.053,0.151,0.762
2020-10-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25123,1775,0.02,0.014,0.053,0.151,0.762
2020-10-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25307,1775,0.02,0.014,0.053,0.151,0.762
2020-10-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25447,1775,0.02,0.014,0.053,0.151,0.762
2020-10-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25602,1775,0.02,0.014,0.053,0.151,0.762
2020-10-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25776,1775,0.02,0.014,0.053,0.151,0.762
2020-10-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25907,1775,0.02,0.014,0.053,0.151,0.762
2020-10-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26072,1775,0.02,0.014,0.053,0.151,0.762
2020-10-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26307,1775,0.02,0.014,0.053,0.151,0.762
2020-10-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26467,1775,0.02,0.014,0.053,0.151,0.762
2020-11-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26660,1775,0.02,0.014,0.053,0.151,0.762
2020-11-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26851,1775,0.02,0.014,0.053,0.151,0.762
2020-11-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27075,1775,0.02,0.014,0.053,0.151,0.762
2020-11-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27325,1775,0.02,0.014,0.053,0.151,0.762
2020-11-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27479,1775,0.02,0.014,0.053,0.151,0.762
2020-11-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27743,1775,0.02,0.014,0.053,0.151,0.762
2020-11-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28113,1775,0.02,0.014,0.053,0.151,0.762
2020-11-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28366,1775,0.02,0.014,0.053,0.151,0.762
2020-11-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28565,1775,0.02,0.014,0.053,0.151,0.762
2020-11-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28931,1775,0.02,0.014,0.053,0.151,0.762
2020-11-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,29295,1775,0.02,0.014,0.053,0.151,0.762
2020-11-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,29747,1775,0.02,0.014,0.053,0.151,0.762
2020-11-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,30140,1775,0.02,0.014,0.053,0.151,0.762
2020-11-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,30566,1775,0.02,0.014,0.053,0.151,0.762
2020-11-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,31013,1775,0.02,0.014,0.053,0.151,0.762
2020-11-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,31273,1775,0.02,0.014,0.053,0.151,0.762
2020-11-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,31751,1775,0.02,0.014,0.053,0.151,0.762
2020-11-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,32223,1775,0.02,0.014,0.053,0.151,0.762
2020-11-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,32722,1775,0.02,0.014,0.053,0.151,0.762
2020-11-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,33120,1775,0.02,0.014,0.053,0.151,0.762
2020-11-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,33599,1775,0.02,0.014,0.053,0.151,0.762
2020-11-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,34049,1775,0.02,0.014,0.053,0.151,0.762
2020-11-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,34496,1775,0.02,0.014,0.053,0.151,0.762
2020-11-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,34913,1775,0.02,0.014,0.053,0.151,0.762
2020-11-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,35313,1775,0.02,0.014,0.053,0.151,0.762
2020-11-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,35769,1775,0.02,0.014,0.053,0.151,0.762
2020-11-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,36374,1775,0.02,0.014,0.053,0.151,0.762
2020-11-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,36626,1775,0.02,0.014,0.053,0.151,0.762
2020-11-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,37190,1775,0.02,0.014,0.053,0.151,0.762
2020-11-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,37566,1775,0.02,0.014,0.053,0.151,0.762
2020-12-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,38119,1775,0.02,0.014,0.053,0.151,0.762
2020-12-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,38589,1775,0.02,0.014,0.053,0.151,0.762
2020-12-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,39176,1775,0.02,0.014,0.053,0.151,0.762
2020-12-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,39855,1775,0.02,0.014,0.053,0.151,0.762
2020-12-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,40454,1775,0.02,0.014,0.053,0.151,0.762
2020-12-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,41057,1775,0.02,0.014,0.053,0.151,0.762
2020-12-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,41488,1775,0.02,0.014,0.053,0.151,0.762
2020-12-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,41936,1775,0.02,0.014,0.053,0.151,0.762
2020-12-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,42304,1775,0.02,0.014,0.053,0.151,0.762
2020-12-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,42830,1775,0.02,0.014,0.053,0.151,0.762
2020-12-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,43183,1775,0.02,0.014,0.053,0.151,0.762
2020-12-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,43756,1775,0.02,0.014,0.053,0.151,0.762
2020-12-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,44174,1775,0.02,0.014,0.053,0.151,0.762
2020-12-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,44644,1775,0.02,0.014,0.053,0.151,0.762
2020-12-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,45042,1775,0.02,0.014,0.053,0.151,0.762
2020-12-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,45542,1775,0.02,0.014,0.053,0.151,0.762
2020-12-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,45945,1775,0.02,0.014,0.053,0.151,0.762
2020-12-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,46404,1775,0.02,0.014,0.053,0.151,0.762
2020-12-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,46822,1775,0.02,0.014,0.053,0.151,0.762
2020-12-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,47246,1775,0.02,0.014,0.053,0.151,0.762
2020-12-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,47572,1775,0.02,0.014,0.053,0.151,0.762
2020-12-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,47998,1775,0.02,0.014,0.053,0.151,0.762
2020-12-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,48530,1775,0.02,0.014,0.053,0.151,0.762
2020-12-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,49033,1775,0.02,0.014,0.053,0.151,0.762
2020-12-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,49507,1775,0.02,0.014,0.053,0.151,0.762
2020-12-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,49861,1775,0.02,0.014,0.053,0.151,0.762
2020-12-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,50131,1775,0.02,0.014,0.053,0.151,0.762
2020-12-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,50477,1775,0.02,0.014,0.053,0.151,0.762
2020-12-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,50873,1775,0.02,0.014,0.053,0.151,0.762
2020-12-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,51370,1775,0.02,0.014,0.053,0.151,0.762
2020-12-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,51958,1775,0.02,0.014,0.053,0.151,0.762
2021-01-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,52473,1775,0.02,0.014,0.053,0.151,0.762
2021-01-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,52958,1775,0.02,0.014,0.053,0.151,0.762
2021-01-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,53316,1775,0.02,0.014,0.053,0.151,0.762
2021-01-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,53605,1775,0.02,0.014,0.053,0.151,0.762
2021-01-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,54137,1775,0.02,0.014,0.053,0.151,0.762
2021-01-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,54754,1775,0.02,0.014,0.053,0.151,0.762
2021-01-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,55352,1775,0.02,0.014,0.053,0.151,0.762
2021-01-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,55861,1775,0.02,0.014,0.053,0.151,0.762
2021-01-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,56390,1775,0.02,0.014,0.053,0.151,0.762
2021-01-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,56890,1775,0.02,0.014,0.053,0.151,0.762
2021-01-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,57259,1775,0.02,0.014,0.053,0.151,0.762
2021-01-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,57609,1775,0.02,0.014,0.053,0.151,0.762
2021-01-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,58354,1775,0.02,0.014,0.053,0.151,0.762
2021-01-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,59102,1775,0.02,0.014,0.053,0.151,0.762
2021-01-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,59684,1775,0.02,0.014,0.053,0.151,0.762
2021-01-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,60224,1775,0.02,0.014,0.053,0.151,0.762
2021-01-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,60704,1775,0.02,0.014,0.053,0.151,0.762
2021-01-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,60985,1775,0.02,0.014,0.053,0.151,0.762
2021-01-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,61469,1775,0.02,0.014,0.053,0.151,0.762
2021-01-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,62042,1775,0.02,0.014,0.053,0.151,0.762
2021-01-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,62551,1775,0.02,0.014,0.053,0.151,0.762
2021-01-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,62908,1775,0.02,0.014,0.053,0.151,0.762
2021-01-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,63563,1775,0.02,0.014,0.053,0.151,0.762
2021-01-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,64044,1775,0.02,0.014,0.053,0.151,0.762
2021-01-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,64390,1775,0.02,0.014,0.053,0.151,0.762
2021-01-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,64848,1775,0.02,0.014,0.053,0.151,0.762
2021-01-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,65338,1775,0.02,0.014,0.053,0.151,0.762
2021-01-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,65850,1775,0.02,0.014,0.053,0.151,0.762
2021-01-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,66318,1775,0.02,0.014,0.053,0.151,0.762
2021-01-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,66836,1775,0.02,0.014,0.053,0.151,0.762
2021-01-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,67253,1775,0.02,0.014,0.053,0.151,0.762
2021-02-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,67609,1775,0.02,0.014,0.053,0.151,0.762
2021-02-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,67912,1775,0.02,0.014,0.053,0.151,0.762
2021-02-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,68134,1775,0.02,0.014,0.053,0.151,0.762
2021-02-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,68542,1775,0.02,0.014,0.053,0.151,0.762
2021-02-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,69047,1775,0.02,0.014,0.053,0.151,0.762
2021-02-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,69523,1775,0.02,0.014,0.053,0.151,0.762
2021-02-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,69951,1775,0.02,0.014,0.053,0.151,0.762
2021-02-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,70209,1775,0.02,0.014,0.053,0.151,0.762
2021-02-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,70526,1775,0.02,0.014,0.053,0.151,0.762
2021-02-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,70978,1775,0.02,0.014,0.053,0.151,0.762
2021-02-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,71373,1775,0.02,0.014,0.053,0.151,0.762
2021-02-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,71752,1775,0.02,0.014,0.053,0.151,0.762
2021-02-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,72165,1775,0.02,0.014,0.053,0.151,0.762
2021-02-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,72420,1775,0.02,0.014,0.053,0.151,0.762
2021-02-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,72567,1775,0.02,0.014,0.053,0.151,0.762
2021-02-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,73077,1775,0.02,0.014,0.053,0.151,0.762
2021-02-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,73454,1775,0.02,0.014,0.053,0.151,0.762
2021-02-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,73819,1775,0.02,0.014,0.053,0.151,0.762
2021-02-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,74126,1775,0.02,0.014,0.053,0.151,0.762
2021-02-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,74471,1775,0.02,0.014,0.053,0.151,0.762
2021-02-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,74689,1775,0.02,0.014,0.053,0.151,0.762
2021-02-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,75062,1775,0.02,0.014,0.053,0.151,0.762
2021-02-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,75478,1775,0.02,0.014,0.053,0.151,0.762
2021-02-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,75860,1775,0.02,0.014,0.053,0.151,0.762
2021-02-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,76339,1775,0.02,0.014,0.053,0.151,0.762
2021-02-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,76862,1775,0.02,0.014,0.053,0.151,0.762
2021-02-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,77290,1775,0.02,0.014,0.053,0.151,0.762
2021-02-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,77537,1775,0.02,0.014,0.053,0.151,0.762
2021-03-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,78040,1775,0.02,0.014,0.053,0.151,0.762
2021-03-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,78445,1775,0.02,0.014,0.053,0.151,0.762
2021-03-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,78951,1775,0.02,0.014,0.053,0.151,0.762
2021-03-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,79332,1775,0.02,0.014,0.053,0.151,0.762
2021-03-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,79796,1775,0.02,0.014,0.053,0.151,0.762
2021-03-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80008,1775,0.02,0.014,0.053,0.151,0.762
2021-03-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80339,1775,0.02,0.014,0.053,0.151,0.762
2021-03-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80605,1775,0.02,0.014,0.053,0.151,0.762
2021-03-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,81125,1775,0.02,0.014,0.053,0.151,0.762
2021-03-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,81535,1775,0.02,0.014,0.053,0.151,0.762
2021-03-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82037,1775,0.02,0.014,0.053,0.151,0.762
2021-03-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82488,1775,0.02,0.014,0.053,0.151,0.762
2021-03-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82880,1775,0.02,0.014,0.053,0.151,0.762
2021-03-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,83263,1775,0.02,0.014,0.053,0.151,0.762
2021-03-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,83594,1775,0.02,0.014,0.053,0.151,0.762
2021-03-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,84076,1775,0.02,0.014,0.053,0.151,0.762
2021-03-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,84573,1775,0.02,0.014,0.053,0.151,0.762
2021-03-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,85044,1775,0.02,0.014,0.053,0.151,0.762
2021-03-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,85586,1775,0.02,0.014,0.053,0.151,0.762
2021-03-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86106,1775,0.02,0.014,0.053,0.151,0.762
2021-03-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86467,1775,0.02,0.014,0.053,0.151,0.762
2021-03-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86830,1775,0.02,0.014,0.053,0.151,0.762
2021-03-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,87348,1775,0.02,0.014,0.053,0.151,0.762
2021-03-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,87799,1775,0.02,0.014,0.053,0.151,0.762
2021-03-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,88162,1775,0.02,0.014,0.053,0.151,0.762
2021-03-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,88904,1775,0.02,0.014,0.053,0.151,0.762
2021-03-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,89471,1775,0.02,0.014,0.053,0.151,0.762
2021-03-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90006,1775,0.02,0.014,0.053,0.151,0.762
2021-03-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90376,1775,0.02,0.014,0.053,0.151,0.762
2021-03-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90918,1775,0.02,0.014,0.053,0.151,0.762
2021-03-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,91488,1775,0.02,0.014,0.053,0.151,0.762
2021-04-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,92021,1775,0.02,0.014,0.053,0.151,0.762
2021-04-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,92547,1775,0.02,0.014,0.053,0.151,0.762
2021-04-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93058,1775,0.02,0.014,0.053,0.151,0.762
2021-04-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93426,1775,0.02,0.014,0.053,0.151,0.762
2021-04-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93767,1775,0.02,0.014,0.053,0.151,0.762
2021-04-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,94130,1775,0.02,0.014,0.053,0.151,0.762
2021-04-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,94657,1775,0.02,0.014,0.053,0.151,0.762
2021-04-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95067,1775,0.02,0.014,0.053,0.151,0.762
2021-04-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95466,1775,0.02,0.014,0.053,0.151,0.762
2021-04-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,95842,1775,0.02,0.014,0.053,0.151,0.762
2021-04-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96164,1775,0.02,0.014,0.053,0.151,0.762
2021-04-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96411,1775,0.02,0.014,0.053,0.151,0.762
2021-04-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,96748,1775,0.02,0.014,0.053,0.151,0.762
2021-04-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97118,1775,0.02,0.014,0.053,0.151,0.762
2021-04-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97483,1775,0.02,0.014,0.053,0.151,0.762
2021-04-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,97885,1775,0.02,0.014,0.053,0.151,0.762
2021-04-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98258,1775,0.02,0.014,0.053,0.151,0.762
2021-04-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98483,1775,0.02,0.014,0.053,0.151,0.762
2021-04-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98660,1775,0.02,0.014,0.053,0.151,0.762
2021-04-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,98913,1775,0.02,0.014,0.053,0.151,0.762
2021-04-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99235,1775,0.02,0.014,0.053,0.151,0.762
2021-04-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99542,1775,0.02,0.014,0.053,0.151,0.762
2021-04-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,99780,1775,0.02,0.014,0.053,0.151,0.762
2021-04-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100060,1775,0.02,0.014,0.053,0.151,0.762
2021-04-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100210,1775,0.02,0.014,0.053,0.151,0.762
2021-04-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100215,1775,0.02,0.014,0.053,0.151,0.762
2021-04-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100407,1775,0.02,0.014,0.053,0.151,0.762
2021-04-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100594,1775,0.02,0.014,0.053,0.151,0.762
2021-04-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100826,1775,0.02,0.014,0.053,0.151,0.762
2021-04-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,100988,1775,0.02,0.014,0.053,0.151,0.762
2021-05-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101120,1775,0.02,0.014,0.053,0.151,0.762
2021-05-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101198,1775,0.02,0.014,0.053,0.151,0.762
2021-05-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101287,1775,0.02,0.014,0.053,0.151,0.762
2021-05-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,101383,1775,0.02,0.014,0.053,0.151,0.762
2021-05-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,102678,1775,0.02,0.014,0.053,0.151,0.762
2021-05-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103082,1775,0.02,0.014,0.053,0.151,0.762
2021-05-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103164,1775,0.02,0.014,0.053,0.151,0.762
2021-05-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,103253,1775,0.02,0.014,0.053,0.151,0.762
