,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,confirmed_cases,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,rate
178,2020-10-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23345,1775,0.02,0.014,0.053,0.151,0.762,49.8
179,2020-10-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23408,1775,0.02,0.014,0.053,0.151,0.762,52.5
180,2020-10-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23469,1775,0.02,0.014,0.053,0.151,0.762,53.8
181,2020-10-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23561,1775,0.02,0.014,0.053,0.151,0.762,58.6
182,2020-10-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23640,1775,0.02,0.014,0.053,0.151,0.762,62.6
183,2020-10-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23721,1775,0.02,0.014,0.053,0.151,0.762,66.0
184,2020-10-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23791,1775,0.02,0.014,0.053,0.151,0.762,65.8
185,2020-10-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23852,1775,0.02,0.014,0.053,0.151,0.762,66.1
186,2020-10-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,23964,1775,0.02,0.014,0.053,0.151,0.762,70.8
187,2020-10-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24048,1775,0.02,0.014,0.053,0.151,0.762,74.8
188,2020-10-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24177,1775,0.02,0.014,0.053,0.151,0.762,83.2
189,2020-10-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24269,1775,0.02,0.014,0.053,0.151,0.762,86.1
190,2020-10-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24359,1775,0.02,0.014,0.053,0.151,0.762,89.0
191,2020-10-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24476,1775,0.02,0.014,0.053,0.151,0.762,91.5
192,2020-10-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24609,1775,0.02,0.014,0.053,0.151,0.762,96.9
193,2020-10-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24741,1775,0.02,0.014,0.053,0.151,0.762,102.0
194,2020-10-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,24883,1775,0.02,0.014,0.053,0.151,0.762,109.2
195,2020-10-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25013,1775,0.02,0.014,0.053,0.151,0.762,116.1
196,2020-10-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25123,1775,0.02,0.014,0.053,0.151,0.762,115.9
197,2020-10-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25307,1775,0.02,0.014,0.053,0.151,0.762,125.9
198,2020-10-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25447,1775,0.02,0.014,0.053,0.151,0.762,127.0
199,2020-10-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25602,1775,0.02,0.014,0.053,0.151,0.762,133.3
200,2020-10-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25776,1775,0.02,0.014,0.053,0.151,0.762,141.7
201,2020-10-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,25907,1775,0.02,0.014,0.053,0.151,0.762,143.1
202,2020-10-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26072,1775,0.02,0.014,0.053,0.151,0.762,146.3
203,2020-10-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26307,1775,0.02,0.014,0.053,0.151,0.762,156.6
204,2020-10-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26467,1775,0.02,0.014,0.053,0.151,0.762,158.4
205,2020-11-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26660,1775,0.02,0.014,0.053,0.151,0.762,164.7
206,2020-11-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,26851,1775,0.02,0.014,0.053,0.151,0.762,172.8
207,2020-11-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27075,1775,0.02,0.014,0.053,0.151,0.762,176.8
208,2020-11-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27325,1775,0.02,0.014,0.053,0.151,0.762,187.8
209,2020-11-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27479,1775,0.02,0.014,0.053,0.151,0.762,187.7
210,2020-11-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,27743,1775,0.02,0.014,0.053,0.151,0.762,196.7
211,2020-11-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28113,1775,0.02,0.014,0.053,0.151,0.762,220.6
212,2020-11-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28366,1775,0.02,0.014,0.053,0.151,0.762,229.4
213,2020-11-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28565,1775,0.02,0.014,0.053,0.151,0.762,225.8
214,2020-11-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,28931,1775,0.02,0.014,0.053,0.151,0.762,246.4
215,2020-11-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,29295,1775,0.02,0.014,0.053,0.151,0.762,263.5
216,2020-11-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,29747,1775,0.02,0.014,0.053,0.151,0.762,289.6
217,2020-11-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,30140,1775,0.02,0.014,0.053,0.151,0.762,306.5
218,2020-11-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,30566,1775,0.02,0.014,0.053,0.151,0.762,324.1
219,2020-11-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,31013,1775,0.02,0.014,0.053,0.151,0.762,353.4
220,2020-11-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,31273,1775,0.02,0.014,0.053,0.151,0.762,353.0
221,2020-11-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,31751,1775,0.02,0.014,0.053,0.151,0.762,363.8
222,2020-11-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,32223,1775,0.02,0.014,0.053,0.151,0.762,385.7
223,2020-11-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,32722,1775,0.02,0.014,0.053,0.151,0.762,415.7
224,2020-11-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,33120,1775,0.02,0.014,0.053,0.151,0.762,418.9
225,2020-11-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,33599,1775,0.02,0.014,0.053,0.151,0.762,430.4
226,2020-11-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,34049,1775,0.02,0.014,0.053,0.151,0.762,430.2
227,2020-11-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,34496,1775,0.02,0.014,0.053,0.151,0.762,435.6
228,2020-11-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,34913,1775,0.02,0.014,0.053,0.151,0.762,434.7
229,2020-11-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,35313,1775,0.02,0.014,0.053,0.151,0.762,430.0
230,2020-11-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,35769,1775,0.02,0.014,0.053,0.151,0.762,449.6
231,2020-11-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,36374,1775,0.02,0.014,0.053,0.151,0.762,462.3
232,2020-11-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,36626,1775,0.02,0.014,0.053,0.151,0.762,440.3
233,2020-11-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,37190,1775,0.02,0.014,0.053,0.151,0.762,446.8
234,2020-11-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,37566,1775,0.02,0.014,0.053,0.151,0.762,444.6
235,2020-12-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,38119,1775,0.02,0.014,0.053,0.151,0.762,452.0
236,2020-12-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,38589,1775,0.02,0.014,0.053,0.151,0.762,454.0
237,2020-12-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,39176,1775,0.02,0.014,0.053,0.151,0.762,468.0
238,2020-12-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,39855,1775,0.02,0.014,0.053,0.151,0.762,494.2
239,2020-12-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,40454,1775,0.02,0.014,0.053,0.151,0.762,514.1
240,2020-12-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,41057,1775,0.02,0.014,0.053,0.151,0.762,528.8
241,2020-12-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,41488,1775,0.02,0.014,0.053,0.151,0.762,511.4
242,2020-12-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,41936,1775,0.02,0.014,0.053,0.151,0.762,531.0
243,2020-12-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,42304,1775,0.02,0.014,0.053,0.151,0.762,511.4
244,2020-12-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,42830,1775,0.02,0.014,0.053,0.151,0.762,526.4
245,2020-12-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,43183,1775,0.02,0.014,0.053,0.151,0.762,506.4
246,2020-12-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,43756,1775,0.02,0.014,0.053,0.151,0.762,516.7
247,2020-12-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,44174,1775,0.02,0.014,0.053,0.151,0.762,499.8
248,2020-12-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,44644,1775,0.02,0.014,0.053,0.151,0.762,478.9
249,2020-12-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,45042,1775,0.02,0.014,0.053,0.151,0.762,458.8
250,2020-12-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,45542,1775,0.02,0.014,0.053,0.151,0.762,448.5
251,2020-12-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,45945,1775,0.02,0.014,0.053,0.151,0.762,445.7
252,2020-12-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,46404,1775,0.02,0.014,0.053,0.151,0.762,446.8
253,2020-12-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,46822,1775,0.02,0.014,0.053,0.151,0.762,451.8
254,2020-12-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,47246,1775,0.02,0.014,0.053,0.151,0.762,441.6
255,2020-12-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,47572,1775,0.02,0.014,0.053,0.151,0.762,438.9
256,2020-12-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,47998,1775,0.02,0.014,0.053,0.151,0.762,424.2
257,2020-12-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,48530,1775,0.02,0.014,0.053,0.151,0.762,435.6
258,2020-12-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,49033,1775,0.02,0.014,0.053,0.151,0.762,438.9
259,2020-12-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,49507,1775,0.02,0.014,0.053,0.151,0.762,446.5
260,2020-12-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,49861,1775,0.02,0.014,0.053,0.151,0.762,431.9
261,2020-12-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,50131,1775,0.02,0.014,0.053,0.151,0.762,418.6
262,2020-12-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,50477,1775,0.02,0.014,0.053,0.151,0.762,407.3
263,2020-12-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,50873,1775,0.02,0.014,0.053,0.151,0.762,405.1
264,2020-12-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,51370,1775,0.02,0.014,0.053,0.151,0.762,412.4
265,2020-12-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,51958,1775,0.02,0.014,0.053,0.151,0.762,438.6
266,2021-01-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,52473,1775,0.02,0.014,0.053,0.151,0.762,447.5
267,2021-01-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,52958,1775,0.02,0.014,0.053,0.151,0.762,442.8
268,2021-01-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,53316,1775,0.02,0.014,0.053,0.151,0.762,428.3
269,2021-01-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,53605,1775,0.02,0.014,0.053,0.151,0.762,409.8
270,2021-01-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,54137,1775,0.02,0.014,0.053,0.151,0.762,427.6
271,2021-01-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,54754,1775,0.02,0.014,0.053,0.151,0.762,462.3
272,2021-01-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,55352,1775,0.02,0.014,0.053,0.151,0.762,487.5
273,2021-01-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,55861,1775,0.02,0.014,0.053,0.151,0.762,498.8
274,2021-01-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,56390,1775,0.02,0.014,0.053,0.151,0.762,502.0
275,2021-01-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,56890,1775,0.02,0.014,0.053,0.151,0.762,493.2
276,2021-01-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,57259,1775,0.02,0.014,0.053,0.151,0.762,478.6
277,2021-01-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,57609,1775,0.02,0.014,0.053,0.151,0.762,465.1
278,2021-01-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,58354,1775,0.02,0.014,0.053,0.151,0.762,503.8
279,2021-01-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,59102,1775,0.02,0.014,0.053,0.151,0.762,549.7
280,2021-01-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,59684,1775,0.02,0.014,0.053,0.151,0.762,554.7
281,2021-01-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,60224,1775,0.02,0.014,0.053,0.151,0.762,547.0
282,2021-01-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,60704,1775,0.02,0.014,0.053,0.151,0.762,535.2
283,2021-01-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,60985,1775,0.02,0.014,0.053,0.151,0.762,512.4
284,2021-01-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,61469,1775,0.02,0.014,0.053,0.151,0.762,507.9
285,2021-01-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,62042,1775,0.02,0.014,0.053,0.151,0.762,515.2
286,2021-01-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,62551,1775,0.02,0.014,0.053,0.151,0.762,529.2
287,2021-01-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,62908,1775,0.02,0.014,0.053,0.151,0.762,529.9
288,2021-01-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,63563,1775,0.02,0.014,0.053,0.151,0.762,520.9
289,2021-01-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,64044,1775,0.02,0.014,0.053,0.151,0.762,494.2
290,2021-01-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,64390,1775,0.02,0.014,0.053,0.151,0.762,470.6
291,2021-01-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,64848,1775,0.02,0.014,0.053,0.151,0.762,462.4
292,2021-01-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,65338,1775,0.02,0.014,0.053,0.151,0.762,463.4
293,2021-01-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,65850,1775,0.02,0.014,0.053,0.151,0.762,486.5
294,2021-01-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,66318,1775,0.02,0.014,0.053,0.151,0.762,484.9
295,2021-01-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,66836,1775,0.02,0.014,0.053,0.151,0.762,479.4
296,2021-01-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,67253,1775,0.02,0.014,0.053,0.151,0.762,470.2
297,2021-02-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,67609,1775,0.02,0.014,0.053,0.151,0.762,470.1
298,2021-02-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,67912,1775,0.02,0.014,0.053,0.151,0.762,434.9
299,2021-02-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,68134,1775,0.02,0.014,0.053,0.151,0.762,409.0
300,2021-02-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,68542,1775,0.02,0.014,0.053,0.151,0.762,415.2
301,2021-02-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,69047,1775,0.02,0.014,0.053,0.151,0.762,419.9
302,2021-02-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,69523,1775,0.02,0.014,0.053,0.151,0.762,418.5
303,2021-02-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,69951,1775,0.02,0.014,0.053,0.151,0.762,410.1
304,2021-02-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,70209,1775,0.02,0.014,0.053,0.151,0.762,389.1
305,2021-02-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,70526,1775,0.02,0.014,0.053,0.151,0.762,369.0
306,2021-02-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,70978,1775,0.02,0.014,0.053,0.151,0.762,372.5
307,2021-02-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,71373,1775,0.02,0.014,0.053,0.151,0.762,376.4
308,2021-02-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,71752,1775,0.02,0.014,0.053,0.151,0.762,384.0
309,2021-02-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,72165,1775,0.02,0.014,0.053,0.151,0.762,403.1
310,2021-02-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,72420,1775,0.02,0.014,0.053,0.151,0.762,387.8
311,2021-02-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,72567,1775,0.02,0.014,0.053,0.151,0.762,352.0
312,2021-02-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,73077,1775,0.02,0.014,0.053,0.151,0.762,355.4
313,2021-02-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,73454,1775,0.02,0.014,0.053,0.151,0.762,350.3
314,2021-02-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,73819,1775,0.02,0.014,0.053,0.151,0.762,361.0
315,2021-02-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,74126,1775,0.02,0.014,0.053,0.151,0.762,360.0
316,2021-02-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,74471,1775,0.02,0.014,0.053,0.151,0.762,349.3
317,2021-02-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,74689,1775,0.02,0.014,0.053,0.151,0.762,331.6
318,2021-02-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,75062,1775,0.02,0.014,0.053,0.151,0.762,331.0
319,2021-02-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,75478,1775,0.02,0.014,0.053,0.151,0.762,331.3
320,2021-02-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,75860,1775,0.02,0.014,0.053,0.151,0.762,344.0
321,2021-02-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,76339,1775,0.02,0.014,0.053,0.151,0.762,377.2
322,2021-02-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,76862,1775,0.02,0.014,0.053,0.151,0.762,378.5
323,2021-02-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,77290,1775,0.02,0.014,0.053,0.151,0.762,383.6
324,2021-02-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,77537,1775,0.02,0.014,0.053,0.151,0.762,371.8
325,2021-03-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,78040,1775,0.02,0.014,0.053,0.151,0.762,391.4
326,2021-03-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,78445,1775,0.02,0.014,0.053,0.151,0.762,397.4
327,2021-03-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,78951,1775,0.02,0.014,0.053,0.151,0.762,426.2
328,2021-03-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,79332,1775,0.02,0.014,0.053,0.151,0.762,427.0
329,2021-03-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,79796,1775,0.02,0.014,0.053,0.151,0.762,431.8
330,2021-03-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80008,1775,0.02,0.014,0.053,0.151,0.762,414.8
331,2021-03-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80339,1775,0.02,0.014,0.053,0.151,0.762,400.0
332,2021-03-08,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,80605,1775,0.02,0.014,0.053,0.151,0.762,374.3
333,2021-03-09,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,81125,1775,0.02,0.014,0.053,0.151,0.762,383.5
334,2021-03-10,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,81535,1775,0.02,0.014,0.053,0.151,0.762,399.8
335,2021-03-11,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82037,1775,0.02,0.014,0.053,0.151,0.762,399.7
336,2021-03-12,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82488,1775,0.02,0.014,0.053,0.151,0.762,404.3
337,2021-03-13,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,82880,1775,0.02,0.014,0.053,0.151,0.762,392.9
338,2021-03-14,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,83263,1775,0.02,0.014,0.053,0.151,0.762,393.1
339,2021-03-15,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,83594,1775,0.02,0.014,0.053,0.151,0.762,379.8
340,2021-03-16,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,84076,1775,0.02,0.014,0.053,0.151,0.762,406.8
341,2021-03-17,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,84573,1775,0.02,0.014,0.053,0.151,0.762,423.4
342,2021-03-18,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,85044,1775,0.02,0.014,0.053,0.151,0.762,443.9
343,2021-03-19,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,85586,1775,0.02,0.014,0.053,0.151,0.762,446.1
344,2021-03-20,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86106,1775,0.02,0.014,0.053,0.151,0.762,457.1
345,2021-03-21,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86467,1775,0.02,0.014,0.053,0.151,0.762,443.0
346,2021-03-22,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,86830,1775,0.02,0.014,0.053,0.151,0.762,434.2
347,2021-03-23,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,87348,1775,0.02,0.014,0.053,0.151,0.762,446.8
348,2021-03-24,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,87799,1775,0.02,0.014,0.053,0.151,0.762,453.6
349,2021-03-25,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,88162,1775,0.02,0.014,0.053,0.151,0.762,456.8
350,2021-03-26,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,88904,1775,0.02,0.014,0.053,0.151,0.762,482.8
351,2021-03-27,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,89471,1775,0.02,0.014,0.053,0.151,0.762,489.8
352,2021-03-28,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90006,1775,0.02,0.014,0.053,0.151,0.762,496.2
353,2021-03-29,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90376,1775,0.02,0.014,0.053,0.151,0.762,479.0
354,2021-03-30,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,90918,1775,0.02,0.014,0.053,0.151,0.762,481.2
355,2021-03-31,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,91488,1775,0.02,0.014,0.053,0.151,0.762,502.1
356,2021-04-01,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,92021,1775,0.02,0.014,0.053,0.151,0.762,519.1
357,2021-04-02,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,92547,1775,0.02,0.014,0.053,0.151,0.762,519.9
358,2021-04-03,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93058,1775,0.02,0.014,0.053,0.151,0.762,525.9
359,2021-04-04,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93426,1775,0.02,0.014,0.053,0.151,0.762,526.4
360,2021-04-05,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,93767,1775,0.02,0.014,0.053,0.151,0.762,486.3
361,2021-04-06,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,94130,1775,0.02,0.014,0.053,0.151,0.762,465.9
362,2021-04-07,1,Yes,Official,"N. J. Exec. Order 163 (July 8, 2020)",34003,94657,1775,0.02,0.014,0.053,0.151,0.762,465.1
